layer,target_variable,theory,pair_split,correlation,slope,intercept,rmse,sign_accuracy,mean_cfr,median_cfr,fraction_behavioral_effect_recovered,examples,evidence_level,claim
0,outcome_history,outcome_history,mech_pair_train,-0.23717169509686292,-0.058615525657804174,0.061765747223065263,1.1852661167949385,0.125,-0.007322682552630207,5.903684652253105e-09,0.0,24,3,causally_relevant_information_localization
0,outcome_history,outcome_history,mech_pair_validation,0.0543045356096426,0.012776500702000114,0.008553527044397541,1.1182307595451817,0.22727272727272727,0.03865452918707703,1.2907756030688944e-08,0.0,22,3,causally_relevant_information_localization
0,outcome_history,outcome_history,mech_task_holdout,-0.09826622052826675,-0.01733985563867849,0.010075579725724752,0.7182721054324336,0.16666666666666666,-0.8396136229965219,1.9274847495864833e-08,0.0,18,3,causally_relevant_information_localization
1,contextual_outcome_history,dual_history,mech_pair_test,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
1,contextual_outcome_history,dual_history,mech_pair_train,,0.0,-0.013888888888888885,0.041666666666666664,0.8888888888888888,-173610.11111111112,1.0,,18,3,causally_relevant_information_localization
1,contextual_outcome_history,dual_history,mech_pair_validation,,0.0,0.006944444444444445,0.09771699499632146,0.3888888888888889,-954860.1111111111,-1562499.0,,18,3,causally_relevant_information_localization
1,contextual_outcome_history,dual_history,mech_task_holdout,-0.00477734670818199,-0.0009202938224382238,0.02830153277116873,0.682547206633878,0.2222222222222222,-17.547285386872108,1.963852125363985e-08,0.0,18,3,causally_relevant_information_localization
1,contextual_outcome_history,latent_context,mech_pair_test,0.061391056847066874,0.01361037551755679,-0.042269602284315505,1.11794273641839,0.0,-0.05883972628158084,8.418975794288741e-09,0.0,18,3,causally_relevant_information_localization
1,contextual_outcome_history,latent_context,mech_pair_train,-0.12900180494581462,-0.022607912328578172,0.010480978801355161,1.116306663338995,0.0,-0.026440754458863975,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
1,contextual_outcome_history,latent_context,mech_pair_validation,0.2658820260316713,0.11327636707203344,-0.11452239102218834,1.0885663770245522,0.3333333333333333,-0.005253587058755104,1.1829682622366278e-08,0.0,18,3,causally_relevant_information_localization
1,contextual_outcome_history,latent_context,mech_task_holdout,0.004169528003883089,0.0012445525343165946,0.02676303952484368,0.8339931639219917,0.2222222222222222,0.06374106703026323,2.992019371150789e-08,0.0,18,3,causally_relevant_information_localization
1,contextual_outcome_history,outcome_history,mech_pair_test,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
1,contextual_outcome_history,outcome_history,mech_pair_train,,0.0,-0.013888888888888885,0.041666666666666664,0.8888888888888888,-173610.11111111112,1.0,,18,3,causally_relevant_information_localization
1,contextual_outcome_history,outcome_history,mech_pair_validation,,0.0,0.006944444444444445,0.09771699499632146,0.3888888888888889,-954860.1111111111,-1562499.0,,18,3,causally_relevant_information_localization
1,contextual_outcome_history,outcome_history,mech_task_holdout,-0.00023674006344750814,-4.547849574975179e-05,0.027804203730754602,0.6925199730223475,0.2222222222222222,-4.316708628962535,1.9274847495864833e-08,0.0,18,3,causally_relevant_information_localization
1,outcome_history,dual_history,mech_pair_test,0.12696930107600982,0.028712869096263027,-0.032906857195616375,1.1787164911456134,0.125,-0.00610930579171011,1.2672469518193452e-08,0.0,24,3,causally_relevant_information_localization
1,outcome_history,dual_history,mech_pair_train,0.14854244829970426,0.04104558253163938,-0.041832633501128175,1.1736709277282578,0.16666666666666666,-0.0016707430849471627,1.2672469518193452e-08,0.0,24,3,causally_relevant_information_localization
1,outcome_history,dual_history,mech_pair_validation,-0.07901318502557647,-0.020465239709532596,0.03981223340560271,1.1301541214133908,0.22727272727272727,0.030812108599545696,1.2929977144526816e-08,0.0,22,3,causally_relevant_information_localization
1,outcome_history,dual_history,mech_task_holdout,-0.10225329865100453,-0.01809355755132121,0.010297353828371934,0.7081422981766669,0.16666666666666666,-3.8998649994824195,1.963852125363985e-08,0.0,18,3,causally_relevant_information_localization
1,outcome_history,latent_context,mech_pair_test,0.15693460164300055,0.031072353604528164,-0.037501799269800434,1.246599296157009,0.125,-0.0063734615550628025,1.0557815843803553e-08,0.0,24,3,causally_relevant_information_localization
1,outcome_history,latent_context,mech_pair_train,0.17996864910617386,0.04485798109394789,-0.04850415579855805,1.2298706765215022,0.16666666666666666,-0.0014717643707809064,1.0557815843803553e-08,0.0,24,3,causally_relevant_information_localization
1,outcome_history,latent_context,mech_pair_validation,-0.09694453134302684,-0.023176668336609536,0.04305093009711301,1.1451734099131514,0.22727272727272727,0.03112836425860126,1.1475677685890417e-08,0.0,22,3,causally_relevant_information_localization
1,outcome_history,latent_context,mech_task_holdout,-0.07944545133646205,-0.01303270769309009,0.0076222365926916355,0.7388140855273456,0.16666666666666666,0.015931418185271624,2.496680984176436e-08,0.0,18,3,causally_relevant_information_localization
1,outcome_history,outcome_history,mech_pair_test,0.12593290368161722,0.028900944376134274,-0.03302220964635334,1.1744449189702406,0.125,-0.006052582701514102,1.2626712120322736e-08,0.0,24,3,causally_relevant_information_localization
1,outcome_history,outcome_history,mech_pair_train,0.14765120816934865,0.04140452491799682,-0.04210046337432062,1.1694089066197064,0.16666666666666666,-0.001589711489927546,1.2626712120322736e-08,0.0,24,3,causally_relevant_information_localization
1,outcome_history,outcome_history,mech_pair_validation,-0.07878075628543486,-0.02072292099087286,0.04003464530916391,1.1261834833975453,0.22727272727272727,0.030807890447233473,1.2907756030688944e-08,0.0,22,3,causally_relevant_information_localization
1,outcome_history,outcome_history,mech_task_holdout,-0.09826622052826704,-0.017339855638678542,0.010075579725724784,0.7182721054324335,0.16666666666666666,-0.8396136229965218,1.9274847495864833e-08,0.0,18,3,causally_relevant_information_localization
2,contextual_outcome_history,dual_history,mech_pair_test,,0.0,-0.013888888888888885,0.041666666666666664,0.8888888888888888,-173610.11111111112,1.0,,18,3,causally_relevant_information_localization
2,contextual_outcome_history,dual_history,mech_pair_train,,0.0,0.006944444444444442,0.05103103630798288,0.8333333333333334,-260415.66666666666,1.0,,18,3,causally_relevant_information_localization
2,contextual_outcome_history,dual_history,mech_pair_validation,,0.0,0.020833333333333336,0.08838834764831845,0.5,-781249.0,-781249.0,,18,3,causally_relevant_information_localization
2,contextual_outcome_history,dual_history,mech_task_holdout,0.21382233626653194,0.03434652745776575,-0.026491642114406255,0.7007536963075481,0.1111111111111111,-15.79471444142378,1.502037122458333e-08,0.0,18,3,causally_relevant_information_localization
2,contextual_outcome_history,latent_context,mech_pair_test,0.23213626773098212,0.03890352654391391,-0.0553119252064818,1.1025894996698111,0.0,-0.03258938518511757,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
2,contextual_outcome_history,latent_context,mech_pair_train,-0.10023810348995145,-0.022607912328578214,0.03131431213468854,1.0964007705303935,0.1111111111111111,0.012120500873078859,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
2,contextual_outcome_history,latent_context,mech_pair_validation,0.5260761836700936,0.19752022700296576,-0.19096862973142817,1.0698764435611212,0.3333333333333333,0.016881862791906708,1.1960954338086083e-08,0.0,18,3,causally_relevant_information_localization
2,contextual_outcome_history,latent_context,mech_task_holdout,0.21795197668075317,0.05424718030967546,-0.05117454920596672,0.8615202111169347,0.1111111111111111,-0.04708196338891932,1.2307144525713909e-08,0.0,18,3,causally_relevant_information_localization
2,contextual_outcome_history,outcome_history,mech_pair_test,,0.0,-0.013888888888888885,0.041666666666666664,0.8888888888888888,-173610.11111111112,1.0,,18,3,causally_relevant_information_localization
2,contextual_outcome_history,outcome_history,mech_pair_train,,0.0,0.006944444444444442,0.05103103630798288,0.8333333333333334,-260415.66666666666,1.0,,18,3,causally_relevant_information_localization
2,contextual_outcome_history,outcome_history,mech_pair_validation,,0.0,0.020833333333333336,0.08838834764831845,0.5,-781249.0,-781249.0,,18,3,causally_relevant_information_localization
2,contextual_outcome_history,outcome_history,mech_task_holdout,0.21592879981654878,0.03458875428585724,-0.027042751989940137,0.7111574920889357,0.1111111111111111,-4.6326509018880095,1.46612009754854e-08,0.0,18,3,causally_relevant_information_localization
2,outcome_history,dual_history,mech_pair_test,0.08855878249591315,0.024011175715233105,-0.043143403950194704,1.1949303497989934,0.08333333333333333,-0.03641370998087158,1.2672469518193452e-08,0.0,24,3,causally_relevant_information_localization
2,outcome_history,dual_history,mech_pair_train,-0.20921312304956996,-0.06393864269467919,0.07848626934806571,1.1810350675168113,0.16666666666666666,0.00941010779913018,5.832357707902247e-09,0.0,24,3,causally_relevant_information_localization
2,outcome_history,dual_history,mech_pair_validation,-0.08325829221302726,-0.01679972221606361,0.01868903399293601,1.145657421222532,0.09090909090909091,-0.0001603917749462356,1.2672469518193452e-08,0.0,22,3,causally_relevant_information_localization
2,outcome_history,dual_history,mech_task_holdout,-0.4054097552639322,-0.08167572043885064,0.03259416399667371,0.7349580787686263,0.16666666666666666,-7.8183680578251495,1.0402221195526806e-08,0.0,18,3,causally_relevant_information_localization
2,outcome_history,latent_context,mech_pair_test,0.14667299803750464,0.03481845827216941,-0.057648042400512994,1.2621143307590645,0.08333333333333333,-0.03705448503047382,1.0557815843803553e-08,0.0,24,3,causally_relevant_information_localization
2,outcome_history,latent_context,mech_pair_train,-0.16709043151846967,-0.046063092525428534,0.060363810604404614,1.237317424271356,0.16666666666666666,0.008322068550235937,6.667418506189904e-09,0.0,24,3,causally_relevant_information_localization
2,outcome_history,latent_context,mech_pair_validation,-0.07249666702276472,-0.013502154281400402,0.015150147465545724,1.1601545600729186,0.09090909090909091,-0.00033815276214900616,1.0557815843803553e-08,0.0,22,3,causally_relevant_information_localization
2,outcome_history,latent_context,mech_task_holdout,-0.4221321521067913,-0.07884355353783462,0.03222311124386595,0.7676602076378733,0.1111111111111111,-0.08647959320847394,1.1172998248820676e-08,0.0,18,3,causally_relevant_information_localization
2,outcome_history,outcome_history,mech_pair_test,0.08842215856716554,0.02432976176453255,-0.0434241778807641,1.190654567913539,0.08333333333333333,-0.036427491227665774,1.2626712120322736e-08,0.0,24,3,causally_relevant_information_localization
2,outcome_history,outcome_history,mech_pair_train,-0.21022753529181917,-0.06520171870878118,0.07970779592812363,1.1767041850242308,0.16666666666666666,0.009389189727268576,5.903684652253105e-09,0.0,24,3,causally_relevant_information_localization
2,outcome_history,outcome_history,mech_pair_validation,-0.08473410684387887,-0.017363865635362134,0.019262787309886096,1.1417193926989446,0.09090909090909091,-0.00015906718772180033,1.2626712120322736e-08,0.0,22,3,causally_relevant_information_localization
2,outcome_history,outcome_history,mech_task_holdout,-0.4020925490916904,-0.08078289082658338,0.03305120530556264,0.7449938023916792,0.16666666666666666,-1.6974258946095833,1.0047554455105967e-08,0.0,18,3,causally_relevant_information_localization
3,contextual_outcome_history,dual_history,mech_pair_test,,0.0,-0.013888888888888885,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
3,contextual_outcome_history,dual_history,mech_pair_train,,0.0,-0.006944444444444442,0.05103103630798288,0.8333333333333334,-260415.66666666666,1.0,,18,3,causally_relevant_information_localization
3,contextual_outcome_history,dual_history,mech_pair_validation,,0.0,-0.006944444444444442,0.05103103630798288,0.8333333333333334,-260415.66666666666,1.0,,18,3,causally_relevant_information_localization
3,contextual_outcome_history,dual_history,mech_task_holdout,0.32397642147668326,0.04548860533620828,-0.0119994563399299,0.6802702781884506,0.16666666666666666,0.018638058859723545,2.8314216480584964e-05,0.0,18,3,causally_relevant_information_localization
3,contextual_outcome_history,latent_context,mech_pair_test,0.12775096656884147,0.031209702978393445,-0.04711982641009224,1.1037595751086793,0.05555555555555555,-0.033709757483448656,8.418975794288741e-09,0.0,18,3,causally_relevant_information_localization
3,contextual_outcome_history,latent_context,mech_pair_train,-0.19422362748428473,-0.04380560474932891,0.04027516505850032,1.1109309014582842,0.05555555555555555,-0.012434131584336976,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
3,contextual_outcome_history,latent_context,mech_pair_validation,0.40763479105173933,0.09007958936581188,-0.10353725495928912,1.1001121964828195,0.05555555555555555,-0.023771285595497158,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
3,contextual_outcome_history,latent_context,mech_task_holdout,0.3343673805744344,0.07274442459100622,-0.045422830210785574,0.8395315574255166,0.16666666666666666,0.01968422271169106,2.992019371150789e-08,0.0,18,3,causally_relevant_information_localization
3,contextual_outcome_history,outcome_history,mech_pair_test,,0.0,-0.013888888888888885,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
3,contextual_outcome_history,outcome_history,mech_pair_train,,0.0,-0.006944444444444442,0.05103103630798288,0.8333333333333334,-260415.66666666666,1.0,,18,3,causally_relevant_information_localization
3,contextual_outcome_history,outcome_history,mech_pair_validation,,0.0,-0.006944444444444442,0.05103103630798288,0.8333333333333334,-260415.66666666666,1.0,,18,3,causally_relevant_information_localization
3,contextual_outcome_history,outcome_history,mech_task_holdout,0.32926614162997814,0.04610317954922636,-0.012900045854113062,0.6905171028169169,0.16666666666666666,0.01819864861646342,7.83425621209144e-06,0.0,18,3,causally_relevant_information_localization
3,outcome_history,dual_history,mech_pair_test,0.1346712806900445,0.028712869096263,-0.0537401905289497,1.1988016253950098,0.041666666666666664,-0.04583847366891449,5.832357707902247e-09,0.0,24,3,causally_relevant_information_localization
3,outcome_history,dual_history,mech_pair_train,0.04184573069406684,0.009943661549485429,-0.027021097321846717,1.195284707929162,0.08333333333333333,-0.034734869975623466,5.832357707902247e-09,0.0,24,3,causally_relevant_information_localization
3,outcome_history,dual_history,mech_pair_validation,-0.12601914059146643,-0.03726496192559626,0.05850126739853877,1.1318185537719652,0.2727272727272727,0.031059806189579316,1.318748477086018e-08,0.0,22,3,causally_relevant_information_localization
3,outcome_history,dual_history,mech_task_holdout,0.20166595522173797,0.028315341607325305,-0.030003635282726707,0.7071764897682363,0.05555555555555555,-5.987967015344157,1.963852125363985e-08,0.0,18,3,causally_relevant_information_localization
3,outcome_history,latent_context,mech_pair_test,0.07103880160013573,0.013260955155860642,-0.03683822580818076,1.2680093291434542,0.041666666666666664,-0.04279363395975835,5.318037232804329e-09,0.0,24,3,causally_relevant_information_localization
3,outcome_history,latent_context,mech_pair_train,0.0027405156833073168,0.0005874277934531931,-0.0163283800497072,1.2527900230677267,0.08333333333333333,-0.031376183554721875,6.332528723618225e-09,0.0,24,3,causally_relevant_information_localization
3,outcome_history,latent_context,mech_pair_validation,-0.08938109289318155,-0.024396091416565596,0.04441918875415364,1.1458805942917436,0.2727272727272727,0.029954556880936543,1.3200615378572422e-08,0.0,22,3,causally_relevant_information_localization
3,outcome_history,latent_context,mech_task_holdout,0.18268251307425087,0.023779634440661994,-0.02779651300375678,0.7389904474325996,0.05555555555555555,-0.29109157566921073,1.8636977183739134e-08,0.0,18,3,causally_relevant_information_localization
3,outcome_history,outcome_history,mech_pair_test,0.1335720152516757,0.028900944376134247,-0.05385554297968665,1.1945414130449634,0.041666666666666664,-0.045837095341309565,5.903684652253105e-09,0.0,24,3,causally_relevant_information_localization
3,outcome_history,outcome_history,mech_pair_train,0.040684661078339644,0.009811170783294049,-0.02683524054666023,1.1910121056162113,0.08333333333333333,-0.0347329807921981,5.903684652253105e-09,0.0,24,3,causally_relevant_information_localization
3,outcome_history,outcome_history,mech_pair_validation,-0.1268225865488103,-0.03808678662623505,0.059297432619050065,1.1278559727772928,0.2727272727272727,0.031059106162941184,1.3188799941055152e-08,0.0,22,3,causally_relevant_information_localization
3,outcome_history,outcome_history,mech_task_holdout,0.2057507379328078,0.028808802406297657,-0.030628669859142966,0.7175520084295269,0.05555555555555555,-1.9367250257594197,1.9274847495864833e-08,0.0,18,3,causally_relevant_information_localization
4,contextual_outcome_history,dual_history,mech_pair_test,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
4,contextual_outcome_history,dual_history,mech_pair_train,,0.0,0.0,0.041666666666666664,0.8888888888888888,-173610.11111111112,1.0,,18,3,causally_relevant_information_localization
4,contextual_outcome_history,dual_history,mech_pair_validation,,0.0,0.0,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
4,contextual_outcome_history,dual_history,mech_task_holdout,0.17627553475698865,0.02831534160732538,-0.009170301949393417,0.6908353123821505,0.16666666666666666,-9.822540127369777,1.963852125363985e-08,0.0,18,3,causally_relevant_information_localization
4,contextual_outcome_history,latent_context,mech_pair_test,0.0672078610237171,0.014899958939349351,-0.04364270301993085,1.117879353060774,0.0,-0.05903014924361689,8.418975794288741e-09,0.0,18,3,causally_relevant_information_localization
4,contextual_outcome_history,latent_context,mech_pair_train,-0.34969904897677223,-0.06500329717007963,0.07006935131564544,1.1047435258482763,0.05555555555555555,0.003603465393682528,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
4,contextual_outcome_history,latent_context,mech_pair_validation,0.24227409984262555,0.06240084295424779,-0.0669127472924944,1.0950430264610551,0.1111111111111111,-0.007418982889042007,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
4,contextual_outcome_history,latent_context,mech_task_holdout,0.18329341702972943,0.04562083443616841,-0.030252222274468825,0.8489781903259871,0.16666666666666666,-0.000621584477321012,1.2307144525713909e-08,0.0,18,3,causally_relevant_information_localization
4,contextual_outcome_history,outcome_history,mech_pair_test,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
4,contextual_outcome_history,outcome_history,mech_pair_train,,0.0,0.0,0.041666666666666664,0.8888888888888888,-173610.11111111112,1.0,,18,3,causally_relevant_information_localization
4,contextual_outcome_history,outcome_history,mech_pair_validation,,0.0,0.0,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
4,contextual_outcome_history,outcome_history,mech_task_holdout,0.17984602961799928,0.028808802406297795,-0.0097953365258097,0.7010976444681011,0.16666666666666666,-2.7117325651021904,1.9274847495864833e-08,0.0,18,3,causally_relevant_information_localization
4,outcome_history,dual_history,mech_pair_test,0.17000489973270352,0.04921687737341175,-0.04598914739222202,1.1683184402180395,0.16666666666666666,0.008946765808375908,9.25241361304785e-09,0.0,24,3,causally_relevant_information_localization
4,outcome_history,dual_history,mech_pair_train,-0.0037351042376301304,-0.001194525942945519,0.0013690061584992613,1.1823061065360623,0.16666666666666666,-0.0079252132533044,5.832357707902247e-09,0.0,24,3,causally_relevant_information_localization
4,outcome_history,dual_history,mech_pair_validation,-0.003234495698367286,-0.0007871270346614578,0.012239284408190382,1.1342105531686062,0.18181818181818182,0.01744414348206386,1.2672469518193452e-08,0.0,22,3,causally_relevant_information_localization
4,outcome_history,dual_history,mech_task_holdout,-0.12523420310568956,-0.018093557551321103,0.010297353828371872,0.7069154145693954,0.1111111111111111,-3.898059058314991,1.963852125363985e-08,0.0,18,3,causally_relevant_information_localization
4,outcome_history,latent_context,mech_pair_test,0.24385760166686735,0.06181110319151684,-0.06418429900319429,1.2350481772556618,0.16666666666666666,0.005914333078300457,8.612617174996728e-09,0.0,24,3,causally_relevant_information_localization
4,outcome_history,latent_context,mech_pair_train,0.11501809089002081,0.033180737557056666,-0.039730276797098174,1.2366083537223793,0.16666666666666666,-0.01208240228345033,6.667418506189904e-09,0.0,24,3,causally_relevant_information_localization
4,outcome_history,latent_context,mech_pair_validation,-0.0025329097269978715,-0.0005689425120553891,0.012002020637539296,1.148807795864902,0.18181818181818182,0.01830000704413989,1.0557815843803553e-08,0.0,22,3,causally_relevant_information_localization
4,outcome_history,latent_context,mech_task_holdout,-0.04755802153611568,-0.006370063589702328,0.0037255597942202757,0.7358880244945777,0.1111111111111111,0.012077300183961174,2.0659476795970022e-08,0.0,18,3,causally_relevant_information_localization
4,outcome_history,outcome_history,mech_pair_test,0.17020494963490698,0.050005728408349825,-0.04671986235218226,1.1640405022370144,0.16666666666666666,0.009028785747164009,9.26519838628792e-09,0.0,24,3,causally_relevant_information_localization
4,outcome_history,outcome_history,mech_pair_train,-0.004147852894296197,-0.0013462048792844505,0.0015381732573204257,1.1780126639541413,0.16666666666666666,-0.007915983977930335,5.903684652253105e-09,0.0,24,3,causally_relevant_information_localization
4,outcome_history,outcome_history,mech_pair_validation,-0.0027662129231321372,-0.00068365566230531,0.012122056976461598,1.1302539474147504,0.18181818181818182,0.017445343827256498,1.2626712120322736e-08,0.0,22,3,causally_relevant_information_localization
4,outcome_history,outcome_history,mech_task_holdout,-0.12035104962302946,-0.01733985563867847,0.010075579725724744,0.717062553987607,0.1111111111111111,-0.8378692559113216,1.9274847495864833e-08,0.0,18,3,causally_relevant_information_localization
5,contextual_outcome_history,dual_history,mech_pair_test,,0.0,-0.013888888888888885,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
5,contextual_outcome_history,dual_history,mech_pair_train,,0.0,0.0,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
5,contextual_outcome_history,dual_history,mech_pair_validation,,0.0,0.020833333333333336,0.07795119555779044,0.6111111111111112,-607637.8888888889,1.0,,18,3,causally_relevant_information_localization
5,contextual_outcome_history,dual_history,mech_task_holdout,0.17627553475698865,0.02831534160732538,-0.009170301949393417,0.6908353123821505,0.16666666666666666,-9.822540127369777,1.963852125363985e-08,0.0,18,3,causally_relevant_information_localization
5,contextual_outcome_history,latent_context,mech_pair_test,0.14868683835036542,0.03632435970032901,-0.05256572373525137,1.1035049359723597,0.05555555555555555,-0.03428509382416502,8.418975794288741e-09,0.0,18,3,causally_relevant_information_localization
5,contextual_outcome_history,latent_context,mech_pair_train,5.837086887994457e-17,0.0,0.0,1.102570698694561,0.1111111111111111,-0.004107519066976712,1.1698410906646473e-08,0.0,18,3,causally_relevant_information_localization
5,contextual_outcome_history,latent_context,mech_pair_validation,0.39105946466617963,0.12839643099070386,-0.11684682503309025,1.0724436985738017,0.2777777777777778,0.02447071866712572,1.1960954338086083e-08,0.0,18,3,causally_relevant_information_localization
5,contextual_outcome_history,latent_context,mech_task_holdout,0.18329341702972943,0.04562083443616841,-0.030252222274468825,0.8489781903259871,0.16666666666666666,-0.000621584477321012,1.2307144525713909e-08,0.0,18,3,causally_relevant_information_localization
5,contextual_outcome_history,outcome_history,mech_pair_test,,0.0,-0.013888888888888885,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
5,contextual_outcome_history,outcome_history,mech_pair_train,,0.0,0.0,0.05892556509887896,0.7777777777777778,-347221.22222222225,1.0,,18,3,causally_relevant_information_localization
5,contextual_outcome_history,outcome_history,mech_pair_validation,,0.0,0.020833333333333336,0.07795119555779044,0.6111111111111112,-607637.8888888889,1.0,,18,3,causally_relevant_information_localization
5,contextual_outcome_history,outcome_history,mech_task_holdout,0.17984602961799928,0.028808802406297795,-0.0097953365258097,0.7010976444681011,0.16666666666666666,-2.7117325651021904,1.9274847495864833e-08,0.0,18,3,causally_relevant_information_localization
5,outcome_history,dual_history,mech_pair_test,-0.059991337364817834,-0.012332713435376438,0.008925776305511867,1.1861408839790968,0.08333333333333333,-0.010349336483090582,9.25241361304785e-09,0.0,24,3,causally_relevant_information_localization
