condition_id,prompt_hash,response_mapping
mech-outcome_history-000015-plus-m0,cb216572fd37463ee3921ca9d0431c45fd285e7efee025b5a649112ced484b76,continue_x
mech-outcome_history-000015-plus-m1,f6c9e24c44ae57b70f272e62baa804bec1a0b86708ed4b8b509be97c1031c864,continue_y
mech-outcome_history-000015-minus-m0,4c0cbc8382f351d0242dc6402d1e28996c2e28c9bce1b02988f46e37a7ab4a90,continue_x
mech-outcome_history-000015-minus-m1,b0605580b5e07a7882f092f1115aa1122c3624a5e369382a05014c9ec1058eff,continue_y
mech-contextual_history-000016-plus-m0,7d2cce66f24b304648fa98dad5cf6432ea4c2bb557e9d1aef2f8a34fe207621c,continue_x
mech-contextual_history-000016-plus-m1,ba9d6ef615ce44ad4756bd3378f7f0cd2f77ae1cf8e0f139b5a83e5eb8cb0051,continue_y
mech-contextual_history-000016-minus-m0,4e6c694472388af4696d246d4ea72853e376b3b032c7a636f7445178ded26c6b,continue_x
mech-contextual_history-000016-minus-m1,946146a40b3f2c3ff21d04b53e9dc5bf3c2fa16bed0ee9e886db7fd90e42e21f,continue_y
mech-raw_history_control-000017-plus-m0,16a26104e46708282ee2c745b9d2f8e3bbe866be319c4be95be56927fc17a7d0,continue_x
mech-raw_history_control-000017-plus-m1,279b7aa95efdac15b58330803d0d9920ab70977e707299e2cf222235d392936b,continue_y
mech-raw_history_control-000017-minus-m0,532b20de8180321e6d819212ee3c8f9b17f04648781719fd7a41c3b3ee59e008,continue_x
mech-raw_history_control-000017-minus-m1,441dcd8b91f3ff431af519d55180b32fa9134d01239eddcf3975cdbcac43e556,continue_y
mech-action_history-000018-plus-m0,37ad14d9cd84132db91a0dd8ea47cd5962aa5d372c45c48acf44dbb8b3746b46,continue_x
mech-action_history-000018-plus-m1,3e57b24aaca03ca7ae3c112faebebf612835a4356581a940ef298644734f11a3,continue_y
mech-action_history-000018-minus-m0,78c32f4436acc10b889ec6ec62dfa8573b0267860c22e06ff9aefa6b1c2a8f74,continue_x
mech-action_history-000018-minus-m1,6c987e716fd9ede4abadf37d6446317bd22e8a608ea8b380ed54017f45b46baa,continue_y
mech-current_value_control-000019-plus-m0,3408427b45f554cbfc48d6a7532763d8848564f1e52e78b93c298e284db01af1,continue_x
mech-current_value_control-000019-plus-m1,340624122c7df71dd2903d2dd57a71d5d91eae0eb1308b88d3a0f657b53fb26c,continue_y
mech-current_value_control-000019-minus-m0,01aca06fff027ec0c868463ae634bde1a70d32f5e704d47b72171528516e1d8e,continue_x
mech-current_value_control-000019-minus-m1,2631898862e263acb09853414a4f1a873317f91c5d79df1bde2324e82e2dd78c,continue_y
mech-outcome_history-000020-plus-m0,727d1c373b353ba9f785a0f6089756fabec270214b0c085d23b642a2bd66c930,continue_x
mech-outcome_history-000020-plus-m1,82dd992043718794443acbf3e9ca16170228903f04e697b2fe0e39e1099034df,continue_y
mech-outcome_history-000020-minus-m0,7ab8d78975383762a9cf16c7203ba9019b195f477e9a1975a93f82cfc443eef3,continue_x
mech-outcome_history-000020-minus-m1,2915752d7acdecaf6527b690c81e1278a01fb70cbdf29f635a2d6110f3737b7a,continue_y
mech-contextual_history-000021-plus-m0,2c4e3f0d4d22e296d3c34bf1e26fab514d035a442223d3a85bff612f3c728cb7,continue_x
mech-contextual_history-000021-plus-m1,983672f24eeec6ecd78a4e776d2aa5d033020a42d5d2d3a54f5ced584437793d,continue_y
mech-contextual_history-000021-minus-m0,2834efb3543580adfb6be0129da7e3422797845c09e47f240c743e8f6893e46f,continue_x
mech-contextual_history-000021-minus-m1,daabe1e0c7182e175724b9f59b02efe65683126aa7aeb57752881b0f7e955139,continue_y
mech-raw_history_control-000022-plus-m0,c2ff05afacf07742599cd649bb5a04a9661781244601449729a1cb4f4d548d62,continue_x
mech-raw_history_control-000022-plus-m1,bcbd0cbf2030324cab73ff0560077ef7918218283cbf8678898e655ae9bd6529,continue_y
mech-raw_history_control-000022-minus-m0,726f107d639d19ed6b744d6294f4c8ff67e7e77d3725608096c7657f89a57de6,continue_x
mech-raw_history_control-000022-minus-m1,f2150bf55bcf1cc6dcfc319c54885b22a7a093bc8897dc98bbe22ec951181e5d,continue_y
mech-action_history-000023-plus-m0,7fa5bea0c88dc015f529dbbbe350b821743ac2d7cbfe37c92ce9f9c7a4065015,continue_x
mech-action_history-000023-plus-m1,8ff71e83d181ce715e8e10a55d35c087cb70c7b6d28279f72452b5aee48d2bdf,continue_y
mech-action_history-000023-minus-m0,ac06b45bd8efd8c7e4116554229e88bc20f64d2a5bbe9143131a75e59b69f2b6,continue_x
mech-action_history-000023-minus-m1,4c1373b40050c03cbbf77bfb12525c183d26057c6533f633a24d275f3c63e941,continue_y
mech-current_value_control-000024-plus-m0,d694cf7c62a349592688a29783012b1b3a7911d3bbb83cbf6ceff901995e9a8e,continue_x
mech-current_value_control-000024-plus-m1,3be16a71b1aa1f15649851a6f8f0d67debab2cd9df9f44b3940802cfb8270c27,continue_y
mech-current_value_control-000024-minus-m0,a1b6c2cd78b7733ac11825e4a78d30e6747eab5720071fdea3a68cb54f395e72,continue_x
mech-current_value_control-000024-minus-m1,57aaf95ab6501263988122fa53f04d852f68304495671cb29c97837a414ebd88,continue_y
mech-outcome_history-000025-plus-m0,c0a0eaedefe466bd11aa0035edf4e91fa5f21c62dc04f8ce8b8472a3db417956,continue_x
mech-outcome_history-000025-plus-m1,b419d305bd9cd886cea2e7a9ef40c9c6f682d72e84bcdcdb8e641101e6377bbd,continue_y
mech-outcome_history-000025-minus-m0,a609af07085c6d00cdf2513b5789ec07daba5233f7ff594d0e7394897b59be02,continue_x
mech-outcome_history-000025-minus-m1,57e5eebc2d68f69c4b29e8c8ee9de27150b2b1c088bd3d771ecdf19d6109425f,continue_y
mech-contextual_history-000026-plus-m0,972d156202f4286c74de53d9ccb12e24d59b694e0495a88fc6ee567a2e849a67,continue_x
mech-contextual_history-000026-plus-m1,23181f1967a631e75b928cb019b24ed085320c106ef2024d9f6849bd9a181aa8,continue_y
mech-contextual_history-000026-minus-m0,a58ba744b2a166ed9fae7c0dd8280df627f2b15ea757b582a41916b3340e08f7,continue_x
mech-contextual_history-000026-minus-m1,c5aa4a373eb382dd56e66c317b35a3ce312dc40675e39c2e9c1543245e08107c,continue_y
mech-raw_history_control-000027-plus-m0,d149a82539e6a3451da2ba52748602abb72f441b206e71bb9c755a13b2cba87d,continue_x
mech-raw_history_control-000027-plus-m1,ce6ff5677b225bf051bdc8fc5b8590ca9b16e2efbda1155ddcfdf898175099a2,continue_y
mech-raw_history_control-000027-minus-m0,9d9f03b4b6cc3cd46fc1fe7c583204926505641aa0592431751f0f9b6a44c61d,continue_x
mech-raw_history_control-000027-minus-m1,80b3b244cee16235c7b0a84e2bb4ae9678a8ba7d0c3b893a2c1a61a2615d3f58,continue_y
mech-action_history-000028-plus-m0,cd6157008898a5906340557137267179cfd0f532540f07292c5fec780d4728db,continue_x
mech-action_history-000028-plus-m1,56acdb50971818b615ffc7cca5fe3887a722a2ff954f8e18a32d234b4c98f349,continue_y
mech-action_history-000028-minus-m0,6eefa0cf1c6921e5de3433ca0f308ba697f357cb47ca4382367e2874c172df5e,continue_x
mech-action_history-000028-minus-m1,20c756c2c777de94bd9ed5a5597fafe7f7525b5bbb683d459cd948bac8bd7c3f,continue_y
mech-current_value_control-000029-plus-m0,6b740e8c457477bf4a5b1c1b9c06c28241c747d249f2c9bb30321b6a63066c41,continue_x
mech-current_value_control-000029-plus-m1,a0e6934368c8b8cc325080d1f70d117237401283894722e8393e7c8e2be84aa9,continue_y
mech-current_value_control-000029-minus-m0,7a759044d45fdccf28dc198979bb8a4a590884437e321ea307813c05e59f2d05,continue_x
mech-current_value_control-000029-minus-m1,e08388954b0f8e1f6799ab57f7b792b74409ac3d3a7183f3aacae72444dc059a,continue_y
mech-outcome_history-000030-plus-m0,96d70b2367139ae1f751052411b32ab81c8c153e1b80756b2fc0e1c699a99558,continue_x
mech-outcome_history-000030-plus-m1,06420fe535c2a369f8ce68f9557048b18b8df5b588aa380ab46c36aa3c1d7698,continue_y
mech-outcome_history-000030-minus-m0,3c3bd78ed579f542aaf43ffd07b6ec2cbc0d2714d2e39dac8200e8c412cab7fc,continue_x
mech-outcome_history-000030-minus-m1,a1fab3ef88cc3cbc6ae970eb673fb47cea2d318f8b1285895e4e8df4f652d580,continue_y
mech-contextual_history-000031-plus-m0,8463e1e78c97f9a43a81397aff89c1d4da7a00aa14592590ddce1b9abf0802a0,continue_x
mech-contextual_history-000031-plus-m1,64140e7f2f76995a7ba39f4e37ea8c958c7a66f2dd741a31db8bdd4d64f3edda,continue_y
mech-contextual_history-000031-minus-m0,95ae8f74af90ae7b21ff33a1af60a7ebf751382a9afb459e190799fc19ef9d3c,continue_x
mech-contextual_history-000031-minus-m1,d4fdb19966a232009da2afd4af9f6fd7eadcb8d08d94eabfc584174a9fce2d87,continue_y
mech-raw_history_control-000032-plus-m0,11a26a76a31a8d9c24c1031de25455d47052bfdcad5d7d4bab79d29266df2cda,continue_x
mech-raw_history_control-000032-plus-m1,de9144de682494bc9608c70b6632872d7d50f8ad4ea31576d9ad56ee528fc796,continue_y
mech-raw_history_control-000032-minus-m0,bca132dccbb48b054d07b65702cdb677eb587fabda9b53d78fb68ec5dc4a6be1,continue_x
mech-raw_history_control-000032-minus-m1,39d446fd60d8975f6975d1d23b32a68034e9ed9d80b2879f017ed75079bf60b3,continue_y
mech-action_history-000033-plus-m0,4731603922cdd3933d1f2ffda348fd9b8f87ba643ecee1801fa730255f4f9e41,continue_x
mech-action_history-000033-plus-m1,3182cf9642e924a9a62e7fd0b50c81d2e2fb81ab731e6dc60b9cc03ca071f5e3,continue_y
mech-action_history-000033-minus-m0,d8ffa24276ce1260b929618cbb125aafbb10cacb766dbfad16b0e5bf3d91aa3f,continue_x
mech-action_history-000033-minus-m1,1d4137fa364a6aaac63f7746a75bb58f93ee61ed9b4e944e0323272f2213b7e8,continue_y
mech-current_value_control-000034-plus-m0,50562510ada91a764b52d5c4dbb56d6c94fb7115d638afcbd6ecc93d14cd1daa,continue_x
mech-current_value_control-000034-plus-m1,379fb7f2ffd1fafd45498f0f00431c9b77af0f45286dbecd8d007775ac3c4b07,continue_y
mech-current_value_control-000034-minus-m0,93072a3e02b88a561565858982d7cbce4e7a2f33ee63de763244daced149cf47,continue_x
mech-current_value_control-000034-minus-m1,fba2f1616c978755f1860412a394207a380018fce20d07be1b99d7a31269f71c,continue_y
mech-outcome_history-000035-plus-m0,ee7e7a6cabbddfe061a4a283037262541d9ff5197cecaecb16d2b585a29de48b,continue_x
mech-outcome_history-000035-plus-m1,1265cdad4a8dd20980b91d4bc64fd1dcfb28d562f6417aa4f5597251c4da5b52,continue_y
mech-outcome_history-000035-minus-m0,d5e8c9561433a7f897fca0e84a2b07a1277a3885c0227f190154a1bad1c08739,continue_x
mech-outcome_history-000035-minus-m1,58c24da939ff904c3e644f5565a09510486808f12d4215b0fb587ca82adf4b3d,continue_y
mech-contextual_history-000036-plus-m0,31958b3961cce004c631624ddf64ff0515cd23033021fbd18b8614be343c26dd,continue_x
mech-contextual_history-000036-plus-m1,f82ff4098ee5a0a58aab4a53084afac9d02fcf6747c72bd054731c915a73347a,continue_y
mech-contextual_history-000036-minus-m0,98098cbdde77d870db218b588beaabba30c55b7491d711cd76b8fe45d701ba80,continue_x
mech-contextual_history-000036-minus-m1,9192f805940f951ce82e282cad2a05c5b8898feb63b8c2df93c054ba37efa952,continue_y
mech-raw_history_control-000037-plus-m0,11a26a76a31a8d9c24c1031de25455d47052bfdcad5d7d4bab79d29266df2cda,continue_x
mech-raw_history_control-000037-plus-m1,de9144de682494bc9608c70b6632872d7d50f8ad4ea31576d9ad56ee528fc796,continue_y
mech-raw_history_control-000037-minus-m0,bca132dccbb48b054d07b65702cdb677eb587fabda9b53d78fb68ec5dc4a6be1,continue_x
mech-raw_history_control-000037-minus-m1,39d446fd60d8975f6975d1d23b32a68034e9ed9d80b2879f017ed75079bf60b3,continue_y
mech-action_history-000038-plus-m0,fce3775458c6f640c0b242ad7d08bd179bcf37685d86a740861a97f73785f7f5,continue_x
mech-action_history-000038-plus-m1,0dcd50cd64e79a49ac98c80a22b0530664f808e7e851a96e7beee070669f66cb,continue_y
mech-action_history-000038-minus-m0,330f1da9d6cab2a397bfbaf640056e4f96615f0134dee635aa5e3ba42f6b5cb1,continue_x
mech-action_history-000038-minus-m1,e324211cb06a63c5f494b478f5e123e2208df15610ab2f8560e68f94d70c9abe,continue_y
mech-current_value_control-000039-plus-m0,4b9432f3e8cfd055bd0be4cb5116d7d2fc85616a7af39f8e364729af447cba51,continue_x
mech-current_value_control-000039-plus-m1,ba2e70e6535568685113b0442afdb407b846e0fcd78a2183445a4ba4d763a974,continue_y
mech-current_value_control-000039-minus-m0,1889ee731b09f4e54055f0fa4238ae31170794f7a44408d98bf0b57f25774ec9,continue_x
mech-current_value_control-000039-minus-m1,fc77d1a036a780b7c7e2ae462ec3346460df5debbf4f7eed42867c95139c6e3d,continue_y
mech-outcome_history-000040-plus-m0,4cc013f987131057552b94ae085bd75a070e5055d5655c8de260a4a91319007c,continue_x
mech-outcome_history-000040-plus-m1,aa94a1e65efeddac7391847167a93e141c3b5e28e1975a873fbd2d2db8463096,continue_y
mech-outcome_history-000040-minus-m0,fcbb58d704fee5442fe862fdcd7ddb59a9dcbdf3ad0588c55241a6690d473c6d,continue_x
mech-outcome_history-000040-minus-m1,7dca3c15a0771f0e5e6815a5d09a24e1f5016469b915458637863813b8f012f9,continue_y
mech-contextual_history-000041-plus-m0,016e7f0553c57f3d6822b1a9a6650d919b7d4d236a315647dfa745ac9e3fc98a,continue_x
mech-contextual_history-000041-plus-m1,ea51416ac9d948f527a2c3d9ccb80aad306997c2f96fec1b2a481b57d0aa5f74,continue_y
mech-contextual_history-000041-minus-m0,3e27bbe9fbd47b4e79ad79b83691d32dede90b429f38c5afae98ff361c3207c0,continue_x
mech-contextual_history-000041-minus-m1,d95000d9d66e10744480933789da28375a0578ad0dde4476961de89aefcb233b,continue_y
mech-raw_history_control-000042-plus-m0,f75f7a5c53a1a95fda16d91e1cb13b4c2349ad67895dbc7e98cef46feaf8d88e,continue_x
mech-raw_history_control-000042-plus-m1,75f83d70b80811668c36ff196237018e83339cde55f84bfee4cebf9b3a256be4,continue_y
mech-raw_history_control-000042-minus-m0,678204e8ef928fb1bf3c43d3aa414e8f4901d86d812e1d608f1204d6b3a821da,continue_x
mech-raw_history_control-000042-minus-m1,7e9e6383559c6b6073cf8edd3192235d552c0f184da4730536ae2a0ddd4efabd,continue_y
mech-action_history-000043-plus-m0,571f2b7d79cbe33f3f003fb15344b928198cff4de33c032344b3aeb5c6254c8c,continue_x
mech-action_history-000043-plus-m1,8eb7c745719bf97efd560462c158cf1f36bf80d8239e43720984c33ad457196a,continue_y
mech-action_history-000043-minus-m0,af09e109d9247b2841ce4ebf29660855a4acef106b9b3f76d6cb4d31ccc997b2,continue_x
mech-action_history-000043-minus-m1,5d2f95b5b4c435877d592816d2b99ecc6041b528513d63540a2b542bcc1ddb04,continue_y
mech-current_value_control-000044-plus-m0,14abab0c14e442cb17934302460fc7660be93f69004757b23e4124f9fc2c2154,continue_x
mech-current_value_control-000044-plus-m1,b71569159a8d0d0105ed05a02dd9502275d7c0a8542b77b61ec490c01644f28e,continue_y
mech-current_value_control-000044-minus-m0,155ee5a45241bac84e6b303ee53ae1542ab6af11b1842083a5453299e8d6d2cf,continue_x
mech-current_value_control-000044-minus-m1,835a0152438f401ffe3f4fce6a42ae9f68644d562ae36242bf1ec72ef6f4b5ac,continue_y
mech-outcome_history-000045-plus-m0,58e974eec9236b23c82d3e7a4bc1aaffe1428239a681f7cebb92da26048d38bb,continue_x
mech-outcome_history-000045-plus-m1,296a9f5590caa3acbc4ae978a6a3c2ef15315c1478796279893acb688f538f1c,continue_y
mech-outcome_history-000045-minus-m0,c222f82739398962ace7925c97fee281c96630697dde571a83f4450fad9e66c6,continue_x
mech-outcome_history-000045-minus-m1,f5b27adeeb8af2a50a94f3ef3a02f3a09bd47e448ffd8d616a13e9dabae16ee2,continue_y
mech-contextual_history-000046-plus-m0,78c44532b72af1639729a26b9d6460d1e1afc3f5beb76add154228119a5ecedf,continue_x
mech-contextual_history-000046-plus-m1,6b7ff42be833004be40c0304f4973440aaecd666dfd545779fcdfd24dbe06e00,continue_y
mech-contextual_history-000046-minus-m0,4e18ea614d80c05a7c4cb5b080156a467aa27bfcc73a910ff7764ace4858dcf1,continue_x
mech-contextual_history-000046-minus-m1,0f36c77e01363def944be52d2ec24ed8f25e394d44e37c607fc4b72fbff6e9b3,continue_y
mech-raw_history_control-000047-plus-m0,5c07c250650ad36b61c001cd26256c3eefc93d72c940be5c9484ffd78f7d82d2,continue_x
mech-raw_history_control-000047-plus-m1,595f0fc3954895d30edbd1423edea0ed31af49fef682f1e60065e77d4f07b448,continue_y
mech-raw_history_control-000047-minus-m0,8a96c879e59ef2a8aada4bb32e019b52979c90468434b157cec911afbd229a87,continue_x
mech-raw_history_control-000047-minus-m1,e6b875b4fa98d836df4d7b814a3cbaf09c5221efb8c78c9d9b46b3132add8f79,continue_y
mech-action_history-000048-plus-m0,08785abf3c11cff90ad5528c99f54486e69748f84ca7b278f7f9ad229229333c,continue_x
mech-action_history-000048-plus-m1,fb81315d93e5435941c2c8250d0445689776a43788b13265080525f05c977d3b,continue_y
mech-action_history-000048-minus-m0,68d23f6a11f191b57517e68e9a9788b55d3ff7494f2e7796478fe2ac6f52ddb4,continue_x
mech-action_history-000048-minus-m1,38cc09b2a4ddce83a151ac05ae359535a99a1b6242ca790f193e68f336d6005f,continue_y
mech-current_value_control-000049-plus-m0,96cc37c233345d5b5e902bde35919d0be6ce52e924e472e1ecdb4e94866d1e91,continue_x
mech-current_value_control-000049-plus-m1,d446107a7504435e4a613de42462e0d430880b77ab1e4309be73979458b79383,continue_y
mech-current_value_control-000049-minus-m0,a778a29e2596734bb37ea4fdbb6d7ff6af67bb93ca0b7158d5abdee5a3e3e25c,continue_x
mech-current_value_control-000049-minus-m1,f7d75204fc95830370840d7cfbd65ece3aa409985ec424e00a7dd9fbcaf1a3e8,continue_y
mech-outcome_history-000050-plus-m0,e1960293dbd7dd477f1fa2b3ec3504ee0fd664d666303d4a0384623e7d09d091,continue_x
mech-outcome_history-000050-plus-m1,de8a7d367df8ab5f937587d0c4e2e3a6e19b32b08e7ece5f4ba456a5e86ef92f,continue_y
mech-outcome_history-000050-minus-m0,ad69739c5feb0d6fb68643c66a6953b9a5699b858f135280853ced96e90bc380,continue_x
mech-outcome_history-000050-minus-m1,ca042e7cf556e609a105f4846aeab601ab014414c159211f94bf2338dc264fdb,continue_y
mech-contextual_history-000051-plus-m0,20b3a51af8ec30d931ede1e015030a51e04c0837213c95e4f84a1d9b383e95f2,continue_x
mech-contextual_history-000051-plus-m1,eeda019f44b2e8301562f489010040f13b1581565893019ca95ff31225a61435,continue_y
mech-contextual_history-000051-minus-m0,d8a47e997a059582367d646dbe406511915c5f4ab0d92802a8491cd533f4450e,continue_x
mech-contextual_history-000051-minus-m1,98677ce3154e8f3bfba3e7867783b8ff0a6aaa4371c67534d8ea74791f51de18,continue_y
mech-raw_history_control-000052-plus-m0,a2940bb5efeefb4672574f861f0c4478e6c4ac11c55baf5f6dc3c474e8ff1625,continue_x
mech-raw_history_control-000052-plus-m1,6436897c5260fde6c447cb4f23ae16ac33d22927907659afb34f4f129219befb,continue_y
mech-raw_history_control-000052-minus-m0,64e6b047ab8e1970abf865fb836eec7f001aef34c477461054ff63d34e12d38a,continue_x
mech-raw_history_control-000052-minus-m1,b56f2f25388bca2fa6e3c24ead9762d8d99e7b93bc77e441e6ff7a68d637239d,continue_y
mech-action_history-000053-plus-m0,05e752aa4c13c6b621d2a1fd6cc4c0bb159a69689b80cd281a2ae9c39f52810b,continue_x
