target,layer,control,shared_variance,evidence_level,result_type
action_history,15,continuation_cost,5.044936140223383e-05,2,information_access_matched_specificity
action_history,15,response_mapping_sign,0.0114659070616976,2,information_access_matched_specificity
action_history,15,task_identity,0.6432474038812918,2,information_access_matched_specificity
action_history,16,persistence_logit,0.0229925175032847,2,information_access_matched_specificity
action_history,16,success_evidence,0.0002054506420689,2,information_access_matched_specificity
action_history,16,continuation_value,5.658250809085434e-07,2,information_access_matched_specificity
action_history,16,disengagement_value,0.0049687123383671,2,information_access_matched_specificity
action_history,16,continuation_cost,7.665735575753668e-05,2,information_access_matched_specificity
action_history,16,response_mapping_sign,0.0035572703122967,2,information_access_matched_specificity
action_history,16,task_identity,0.5818727437352073,2,information_access_matched_specificity
action_history,17,persistence_logit,0.0709673042817258,2,information_access_matched_specificity
action_history,17,success_evidence,0.0029474791656436,2,information_access_matched_specificity
action_history,17,continuation_value,0.0007638023419855,2,information_access_matched_specificity
action_history,17,disengagement_value,0.0007273212646479,2,information_access_matched_specificity
action_history,17,continuation_cost,0.0002072277404894,2,information_access_matched_specificity
action_history,17,response_mapping_sign,0.0012609664230569,2,information_access_matched_specificity
action_history,17,task_identity,0.5986515383112054,2,information_access_matched_specificity
action_history,18,persistence_logit,0.0605514966424829,2,information_access_matched_specificity
action_history,18,success_evidence,0.0069929937262615,2,information_access_matched_specificity
action_history,18,continuation_value,0.0020432617366652,2,information_access_matched_specificity
action_history,18,disengagement_value,6.139550512536349e-07,2,information_access_matched_specificity
action_history,18,continuation_cost,0.0006837068261052,2,information_access_matched_specificity
action_history,18,response_mapping_sign,9.465134748604712e-07,2,information_access_matched_specificity
action_history,18,task_identity,0.6246249097795449,2,information_access_matched_specificity
action_history,19,persistence_logit,0.48929525278456,2,information_access_matched_specificity
action_history,19,success_evidence,0.0940337705920247,2,information_access_matched_specificity
action_history,19,continuation_value,0.0351601646977194,2,information_access_matched_specificity
action_history,19,disengagement_value,0.0608353791009933,2,information_access_matched_specificity
action_history,19,continuation_cost,0.0019505948326548,2,information_access_matched_specificity
action_history,19,response_mapping_sign,0.0079364411254855,2,information_access_matched_specificity
action_history,19,task_identity,0.3401364659011394,2,information_access_matched_specificity
action_history,20,persistence_logit,0.558659048832294,2,information_access_matched_specificity
action_history,20,success_evidence,0.1581253111561013,2,information_access_matched_specificity
action_history,20,continuation_value,0.043529310909527,2,information_access_matched_specificity
action_history,20,disengagement_value,0.069422849202618,2,information_access_matched_specificity
action_history,20,continuation_cost,0.0021740212527262,2,information_access_matched_specificity
action_history,20,response_mapping_sign,0.0084877809549268,2,information_access_matched_specificity
action_history,20,task_identity,0.2302397314446407,2,information_access_matched_specificity
action_history,21,persistence_logit,0.5872633372625397,2,information_access_matched_specificity
action_history,21,success_evidence,0.1684322450330396,2,information_access_matched_specificity
action_history,21,continuation_value,0.0453673708248841,2,information_access_matched_specificity
action_history,21,disengagement_value,0.0897188323127584,2,information_access_matched_specificity
action_history,21,continuation_cost,0.0022285256730044,2,information_access_matched_specificity
action_history,21,response_mapping_sign,0.0045959261483001,2,information_access_matched_specificity
action_history,21,task_identity,0.1789801985971245,2,information_access_matched_specificity
action_history,22,persistence_logit,0.5290998373144488,2,information_access_matched_specificity
action_history,22,success_evidence,0.2246083634904244,2,information_access_matched_specificity
action_history,22,continuation_value,0.0501071554980697,2,information_access_matched_specificity
action_history,22,disengagement_value,0.0699835288282183,2,information_access_matched_specificity
action_history,22,continuation_cost,0.0044244504072382,2,information_access_matched_specificity
action_history,22,response_mapping_sign,0.0256488787442996,2,information_access_matched_specificity
action_history,22,task_identity,0.1485788869979376,2,information_access_matched_specificity
action_history,23,persistence_logit,0.6397093147083575,2,information_access_matched_specificity
action_history,23,success_evidence,0.1961840804395199,2,information_access_matched_specificity
action_history,23,continuation_value,0.0394664304057774,2,information_access_matched_specificity
action_history,23,disengagement_value,0.0585783100732797,2,information_access_matched_specificity
action_history,23,continuation_cost,0.0024489411890291,2,information_access_matched_specificity
action_history,23,response_mapping_sign,0.0031347578636289,2,information_access_matched_specificity
action_history,23,task_identity,0.1191539407517528,2,information_access_matched_specificity
action_history,24,persistence_logit,0.6193361595826855,2,information_access_matched_specificity
action_history,24,success_evidence,0.1805378821331408,2,information_access_matched_specificity
action_history,24,continuation_value,0.0377267626687957,2,information_access_matched_specificity
action_history,24,disengagement_value,0.0608945777997317,2,information_access_matched_specificity
action_history,24,continuation_cost,0.0017693606965894,2,information_access_matched_specificity
action_history,24,response_mapping_sign,0.0018474790695615,2,information_access_matched_specificity
action_history,24,task_identity,0.136013463846181,2,information_access_matched_specificity
action_history,25,persistence_logit,0.6111624846836,2,information_access_matched_specificity
action_history,25,success_evidence,0.1898752036191164,2,information_access_matched_specificity
action_history,25,continuation_value,0.0383850370718145,2,information_access_matched_specificity
action_history,25,disengagement_value,0.0637615985407916,2,information_access_matched_specificity
action_history,25,continuation_cost,0.0020022278402895,2,information_access_matched_specificity
action_history,25,response_mapping_sign,0.0051385669574072,2,information_access_matched_specificity
action_history,25,task_identity,0.1223179072401736,2,information_access_matched_specificity
action_history,26,persistence_logit,0.2514894788638395,2,information_access_matched_specificity
action_history,26,success_evidence,0.1442878724095881,2,information_access_matched_specificity
action_history,26,continuation_value,0.0290202240406883,2,information_access_matched_specificity
action_history,26,disengagement_value,0.0593538796035123,2,information_access_matched_specificity
action_history,26,continuation_cost,0.0033553678294551,2,information_access_matched_specificity
action_history,26,response_mapping_sign,0.0175659679647104,2,information_access_matched_specificity
action_history,26,task_identity,0.1489149220177345,2,information_access_matched_specificity
action_history,27,persistence_logit,0.4805535121875575,2,information_access_matched_specificity
action_history,27,success_evidence,0.1452503315790858,2,information_access_matched_specificity
action_history,27,continuation_value,0.0331307136539912,2,information_access_matched_specificity
action_history,27,disengagement_value,0.0691271389861262,2,information_access_matched_specificity
action_history,27,continuation_cost,0.0005519493522633,2,information_access_matched_specificity
action_history,27,response_mapping_sign,0.0074378558804928,2,information_access_matched_specificity
action_history,27,task_identity,0.0355556990803076,2,information_access_matched_specificity
action_history,28,persistence_logit,0.4507589589010788,2,information_access_matched_specificity
action_history,28,success_evidence,0.1465985309140903,2,information_access_matched_specificity
action_history,28,continuation_value,0.0326621828945592,2,information_access_matched_specificity
action_history,28,disengagement_value,0.0699057541560625,2,information_access_matched_specificity
action_history,28,continuation_cost,0.0005335335852991,2,information_access_matched_specificity
action_history,28,response_mapping_sign,0.0131861869019586,2,information_access_matched_specificity
action_history,28,task_identity,0.0390980483380522,2,information_access_matched_specificity
action_history,29,persistence_logit,0.4330524498662505,2,information_access_matched_specificity
action_history,29,success_evidence,0.1438201176111801,2,information_access_matched_specificity
action_history,29,continuation_value,0.0312281320699599,2,information_access_matched_specificity
action_history,29,disengagement_value,0.0640221350475104,2,information_access_matched_specificity
action_history,29,continuation_cost,0.0005915983929575,2,information_access_matched_specificity
action_history,29,response_mapping_sign,0.0135306579270091,2,information_access_matched_specificity
action_history,29,task_identity,0.0405758416998116,2,information_access_matched_specificity
action_history,30,persistence_logit,0.3293144066338377,2,information_access_matched_specificity
action_history,30,success_evidence,0.1358531858073686,2,information_access_matched_specificity
action_history,30,continuation_value,0.0296884557670517,2,information_access_matched_specificity
action_history,30,disengagement_value,0.0597070049571748,2,information_access_matched_specificity
action_history,30,continuation_cost,0.0007634832592783,2,information_access_matched_specificity
action_history,30,response_mapping_sign,0.0180121503332025,2,information_access_matched_specificity
action_history,30,task_identity,0.0606037780642548,2,information_access_matched_specificity
action_history,31,persistence_logit,0.1642511529181746,2,information_access_matched_specificity
action_history,31,success_evidence,0.119475321320771,2,information_access_matched_specificity
action_history,31,continuation_value,0.0198768023274364,2,information_access_matched_specificity
action_history,31,disengagement_value,0.0698215891782029,2,information_access_matched_specificity
action_history,31,continuation_cost,0.0009898442341982,2,information_access_matched_specificity
action_history,31,response_mapping_sign,0.0042102787901412,2,information_access_matched_specificity
action_history,31,task_identity,0.1038844144143989,2,information_access_matched_specificity
contextual_outcome_history,0,persistence_logit,0.0128873173553563,2,information_access_matched_specificity
contextual_outcome_history,0,success_evidence,0.0005638198422878,2,information_access_matched_specificity
contextual_outcome_history,0,continuation_value,0.00144445626538,2,information_access_matched_specificity
contextual_outcome_history,0,disengagement_value,0.0164977296609562,2,information_access_matched_specificity
contextual_outcome_history,0,continuation_cost,0.0103789526283012,2,information_access_matched_specificity
contextual_outcome_history,0,response_mapping_sign,1.7962204765164794e-05,2,information_access_matched_specificity
contextual_outcome_history,0,task_identity,0.7531026448032991,2,information_access_matched_specificity
contextual_outcome_history,1,persistence_logit,0.0059101643385075,2,information_access_matched_specificity
contextual_outcome_history,1,success_evidence,6.114302765630983e-06,2,information_access_matched_specificity
contextual_outcome_history,1,continuation_value,0.0058113173296876,2,information_access_matched_specificity
contextual_outcome_history,1,disengagement_value,0.0033943174534263,2,information_access_matched_specificity
contextual_outcome_history,1,continuation_cost,0.0019419664538082,2,information_access_matched_specificity
contextual_outcome_history,1,response_mapping_sign,1.6677317464985567e-05,2,information_access_matched_specificity
contextual_outcome_history,1,task_identity,0.7623697990670993,2,information_access_matched_specificity
contextual_outcome_history,2,persistence_logit,0.0002213780252521,2,information_access_matched_specificity
contextual_outcome_history,2,success_evidence,3.339565312644694e-05,2,information_access_matched_specificity
contextual_outcome_history,2,continuation_value,0.0075644478295361,2,information_access_matched_specificity
contextual_outcome_history,2,disengagement_value,0.0038115235579683,2,information_access_matched_specificity
contextual_outcome_history,2,continuation_cost,0.0033695963504882,2,information_access_matched_specificity
contextual_outcome_history,2,response_mapping_sign,0.0007466153889399,2,information_access_matched_specificity
contextual_outcome_history,2,task_identity,0.6243266540416508,2,information_access_matched_specificity
contextual_outcome_history,3,persistence_logit,0.0358529915801982,2,information_access_matched_specificity
contextual_outcome_history,3,success_evidence,0.0008900778059468,2,information_access_matched_specificity
contextual_outcome_history,3,continuation_value,0.0048219728964572,2,information_access_matched_specificity
contextual_outcome_history,3,disengagement_value,0.000659494831346,2,information_access_matched_specificity
contextual_outcome_history,3,continuation_cost,0.0008654424938183,2,information_access_matched_specificity
contextual_outcome_history,3,response_mapping_sign,4.256331927161092e-05,2,information_access_matched_specificity
contextual_outcome_history,3,task_identity,0.4566809978356509,2,information_access_matched_specificity
contextual_outcome_history,4,persistence_logit,0.0258290244064546,2,information_access_matched_specificity
contextual_outcome_history,4,success_evidence,0.0008535702356323,2,information_access_matched_specificity
contextual_outcome_history,4,continuation_value,0.0038127961200544,2,information_access_matched_specificity
contextual_outcome_history,4,disengagement_value,0.0010280638271934,2,information_access_matched_specificity
contextual_outcome_history,4,continuation_cost,0.0002721957054668,2,information_access_matched_specificity
contextual_outcome_history,4,response_mapping_sign,0.0017417361116991,2,information_access_matched_specificity
contextual_outcome_history,4,task_identity,0.8908965063739532,2,information_access_matched_specificity
contextual_outcome_history,5,persistence_logit,0.0344537536625383,2,information_access_matched_specificity
contextual_outcome_history,5,success_evidence,0.0010697479970053,2,information_access_matched_specificity
contextual_outcome_history,5,continuation_value,0.0029935368735897,2,information_access_matched_specificity
contextual_outcome_history,5,disengagement_value,0.0025200899725739,2,information_access_matched_specificity
contextual_outcome_history,5,continuation_cost,4.100401739072648e-05,2,information_access_matched_specificity
contextual_outcome_history,5,response_mapping_sign,0.0042762539036138,2,information_access_matched_specificity
contextual_outcome_history,5,task_identity,0.8754085187743161,2,information_access_matched_specificity
contextual_outcome_history,6,persistence_logit,0.0464149829110439,2,information_access_matched_specificity
contextual_outcome_history,6,success_evidence,0.0012896913711835,2,information_access_matched_specificity
contextual_outcome_history,6,continuation_value,0.0027623337032835,2,information_access_matched_specificity
contextual_outcome_history,6,disengagement_value,0.0030738238662257,2,information_access_matched_specificity
contextual_outcome_history,6,continuation_cost,6.713218925282356e-05,2,information_access_matched_specificity
contextual_outcome_history,6,response_mapping_sign,0.0042995813533454,2,information_access_matched_specificity
contextual_outcome_history,6,task_identity,0.8565359503027855,2,information_access_matched_specificity
contextual_outcome_history,7,persistence_logit,0.1028484920769919,2,information_access_matched_specificity
contextual_outcome_history,7,success_evidence,0.0015233395062654,2,information_access_matched_specificity
contextual_outcome_history,7,continuation_value,0.0018331669270274,2,information_access_matched_specificity
contextual_outcome_history,7,disengagement_value,0.0019227618957189,2,information_access_matched_specificity
contextual_outcome_history,7,continuation_cost,0.0001704939918312,2,information_access_matched_specificity
contextual_outcome_history,7,response_mapping_sign,0.0016192625316822,2,information_access_matched_specificity
contextual_outcome_history,7,task_identity,0.7937841233454139,2,information_access_matched_specificity
contextual_outcome_history,8,persistence_logit,0.0432140698772844,2,information_access_matched_specificity
contextual_outcome_history,8,success_evidence,0.0022571296187667,2,information_access_matched_specificity
contextual_outcome_history,8,continuation_value,0.0024573722173711,2,information_access_matched_specificity
contextual_outcome_history,8,disengagement_value,0.0026311558976405,2,information_access_matched_specificity
contextual_outcome_history,8,continuation_cost,0.0006491752555302,2,information_access_matched_specificity
contextual_outcome_history,8,response_mapping_sign,0.0134874619343366,2,information_access_matched_specificity
contextual_outcome_history,8,task_identity,0.6665889531529707,2,information_access_matched_specificity
contextual_outcome_history,9,persistence_logit,0.0088799823031369,2,information_access_matched_specificity
contextual_outcome_history,9,success_evidence,0.0021203217107226,2,information_access_matched_specificity
contextual_outcome_history,9,continuation_value,0.0012676550270843,2,information_access_matched_specificity
contextual_outcome_history,9,disengagement_value,0.0017411307795397,2,information_access_matched_specificity
contextual_outcome_history,9,continuation_cost,0.0008874565697483,2,information_access_matched_specificity
contextual_outcome_history,9,response_mapping_sign,0.0080554491201859,2,information_access_matched_specificity
contextual_outcome_history,9,task_identity,0.7060829021155263,2,information_access_matched_specificity
contextual_outcome_history,10,persistence_logit,0.0013254769494337,2,information_access_matched_specificity
contextual_outcome_history,10,success_evidence,0.0006270146767415,2,information_access_matched_specificity
contextual_outcome_history,10,continuation_value,0.0004126725007248,2,information_access_matched_specificity
contextual_outcome_history,10,disengagement_value,0.001247933795912,2,information_access_matched_specificity
contextual_outcome_history,10,continuation_cost,0.0012724687002301,2,information_access_matched_specificity
contextual_outcome_history,10,response_mapping_sign,0.0123190388170003,2,information_access_matched_specificity
contextual_outcome_history,10,task_identity,0.7254548327582321,2,information_access_matched_specificity
contextual_outcome_history,11,persistence_logit,0.0419835806956803,2,information_access_matched_specificity
contextual_outcome_history,11,success_evidence,0.000868068756817,2,information_access_matched_specificity
contextual_outcome_history,11,continuation_value,7.31242961936319e-05,2,information_access_matched_specificity
contextual_outcome_history,11,disengagement_value,0.0016439235317358,2,information_access_matched_specificity
contextual_outcome_history,11,continuation_cost,0.00048578223216,2,information_access_matched_specificity
contextual_outcome_history,11,response_mapping_sign,0.0025642793334543,2,information_access_matched_specificity
contextual_outcome_history,11,task_identity,0.5845051519776008,2,information_access_matched_specificity
contextual_outcome_history,12,persistence_logit,0.0865038484738214,2,information_access_matched_specificity
contextual_outcome_history,12,success_evidence,0.0014279642769082,2,information_access_matched_specificity
contextual_outcome_history,12,continuation_value,0.0004335441010911,2,information_access_matched_specificity
contextual_outcome_history,12,disengagement_value,0.0011055027967132,2,information_access_matched_specificity
contextual_outcome_history,12,continuation_cost,0.0003293678891392,2,information_access_matched_specificity
contextual_outcome_history,12,response_mapping_sign,7.192026283943399e-06,2,information_access_matched_specificity
contextual_outcome_history,12,task_identity,0.5309252440805718,2,information_access_matched_specificity
contextual_outcome_history,13,persistence_logit,0.072418335756611,2,information_access_matched_specificity
contextual_outcome_history,13,success_evidence,4.314381496117119e-06,2,information_access_matched_specificity
contextual_outcome_history,13,continuation_value,1.6301257363868171e-06,2,information_access_matched_specificity
contextual_outcome_history,13,disengagement_value,0.0017253753392301,2,information_access_matched_specificity
contextual_outcome_history,13,continuation_cost,0.000135351974539,2,information_access_matched_specificity
contextual_outcome_history,13,response_mapping_sign,0.0013508088599967,2,information_access_matched_specificity
contextual_outcome_history,13,task_identity,0.5131892327951746,2,information_access_matched_specificity
contextual_outcome_history,14,persistence_logit,0.0341204271807794,2,information_access_matched_specificity
contextual_outcome_history,14,success_evidence,0.0005885605777243,2,information_access_matched_specificity
contextual_outcome_history,14,continuation_value,7.939424772436749e-05,2,information_access_matched_specificity
contextual_outcome_history,14,disengagement_value,0.0031788184986301,2,information_access_matched_specificity
contextual_outcome_history,14,continuation_cost,0.000320170306349,2,information_access_matched_specificity
contextual_outcome_history,14,response_mapping_sign,0.0010029833103962,2,information_access_matched_specificity
contextual_outcome_history,14,task_identity,0.5277568599278141,2,information_access_matched_specificity
contextual_outcome_history,15,persistence_logit,0.0213741441581167,2,information_access_matched_specificity
contextual_outcome_history,15,success_evidence,0.0004711692873054,2,information_access_matched_specificity
contextual_outcome_history,15,continuation_value,0.0001189833044534,2,information_access_matched_specificity
contextual_outcome_history,15,disengagement_value,0.0085120537412322,2,information_access_matched_specificity
contextual_outcome_history,15,continuation_cost,0.0002435623470241,2,information_access_matched_specificity
contextual_outcome_history,15,response_mapping_sign,0.0090169177879146,2,information_access_matched_specificity
contextual_outcome_history,15,task_identity,0.4870608363128839,2,information_access_matched_specificity
contextual_outcome_history,16,persistence_logit,0.003381577241842,2,information_access_matched_specificity
contextual_outcome_history,16,success_evidence,0.0024394173717719,2,information_access_matched_specificity
contextual_outcome_history,16,continuation_value,0.0003040663132965,2,information_access_matched_specificity
contextual_outcome_history,16,disengagement_value,0.0133007336246972,2,information_access_matched_specificity
contextual_outcome_history,16,continuation_cost,0.0002954447441164,2,information_access_matched_specificity
contextual_outcome_history,16,response_mapping_sign,0.0033980299862862,2,information_access_matched_specificity
contextual_outcome_history,16,task_identity,0.4850953226034859,2,information_access_matched_specificity
contextual_outcome_history,17,persistence_logit,0.0361849207811193,2,information_access_matched_specificity
contextual_outcome_history,17,success_evidence,0.0529636957481716,2,information_access_matched_specificity
contextual_outcome_history,17,continuation_value,0.0135355056272455,2,information_access_matched_specificity
contextual_outcome_history,17,disengagement_value,0.0388762945156979,2,information_access_matched_specificity
contextual_outcome_history,17,continuation_cost,0.0007795620795232,2,information_access_matched_specificity
contextual_outcome_history,17,response_mapping_sign,0.0072769095110937,2,information_access_matched_specificity
contextual_outcome_history,17,task_identity,0.3537283687505074,2,information_access_matched_specificity
contextual_outcome_history,18,persistence_logit,0.0241460193986508,2,information_access_matched_specificity
contextual_outcome_history,18,success_evidence,0.052749750418681,2,information_access_matched_specificity
contextual_outcome_history,18,continuation_value,0.0128500723940758,2,information_access_matched_specificity
contextual_outcome_history,18,disengagement_value,0.0397281346355865,2,information_access_matched_specificity
contextual_outcome_history,18,continuation_cost,0.0003920534005816,2,information_access_matched_specificity
contextual_outcome_history,18,response_mapping_sign,0.0091462508314013,2,information_access_matched_specificity
contextual_outcome_history,18,task_identity,0.3653206895846636,2,information_access_matched_specificity
contextual_outcome_history,19,persistence_logit,0.3405655613304419,2,information_access_matched_specificity
contextual_outcome_history,19,success_evidence,0.1903380659032702,2,information_access_matched_specificity
contextual_outcome_history,19,continuation_value,0.040051450803738,2,information_access_matched_specificity
contextual_outcome_history,19,disengagement_value,0.1008683564308807,2,information_access_matched_specificity
contextual_outcome_history,19,continuation_cost,0.0014055449041085,2,information_access_matched_specificity
contextual_outcome_history,19,response_mapping_sign,0.0090171540010106,2,information_access_matched_specificity
contextual_outcome_history,19,task_identity,0.141496359971144,2,information_access_matched_specificity
contextual_outcome_history,20,persistence_logit,0.3319469652338717,2,information_access_matched_specificity
contextual_outcome_history,20,success_evidence,0.2259968233771431,2,information_access_matched_specificity
contextual_outcome_history,20,continuation_value,0.0419960667227868,2,information_access_matched_specificity
contextual_outcome_history,20,disengagement_value,0.0843207862785936,2,information_access_matched_specificity
contextual_outcome_history,20,continuation_cost,0.0022161196095865,2,information_access_matched_specificity
contextual_outcome_history,20,response_mapping_sign,0.0102279126232045,2,information_access_matched_specificity
contextual_outcome_history,20,task_identity,0.1355388243136676,2,information_access_matched_specificity
contextual_outcome_history,21,persistence_logit,0.2740738594479373,2,information_access_matched_specificity
contextual_outcome_history,21,success_evidence,0.2221012484293422,2,information_access_matched_specificity
contextual_outcome_history,21,continuation_value,0.0379702797706601,2,information_access_matched_specificity
