job_index,layer,scope,target_variable,task_family,theory,validation_correlation,validation_mean_cfr,rank,artifact,training_examples,validation_examples,final_training_loss,validation_slope,validation_intercept,validation_rmse,validation_sign_accuracy,validation_median_cfr,validation_fraction_behavioral_effect_recovered
7,30,shared,contextual_outcome_history,,latent_context,0.4897012771675225,0.9221181080409404,8,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L30__rank8__shared__all_tasks.safetensors,18,18,0.1519401380291027,0.5632817443908725,0.2848789551683354,0.3102718845786954,1.0,0.9660204074160638,0.8202461133697003
8,29,shared,contextual_outcome_history,,latent_context,0.2765498152598564,0.7029681497501665,1,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L29__rank1__shared__all_tasks.safetensors,18,18,0.4553695778465933,0.2044174371007874,0.2877465672469657,0.6157697974689699,1.0,0.7408143803393085,0.4928728089651877
8,29,shared,contextual_outcome_history,,latent_context,0.4617231420369578,0.8246802111237201,2,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L29__rank2__shared__all_tasks.safetensors,18,18,0.283233541122172,0.5400849666846514,0.1083640912312341,0.4642127219701177,1.0,0.8780549878203565,0.6516438102730284
8,29,shared,contextual_outcome_history,,latent_context,0.3955165818830503,0.8228113529131467,4,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L29__rank4__shared__all_tasks.safetensors,18,18,0.2917544391497763,0.4335315526706316,0.2156774248475794,0.4725585674061377,1.0,0.844829179030316,0.6114128484184151
8,29,shared,contextual_outcome_history,,latent_context,0.3830886878317283,0.8294712732995733,8,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L29__rank8__shared__all_tasks.safetensors,18,18,0.2590256392916975,0.4732021550250608,0.2009162101276242,0.4638338719968741,1.0,0.8950207317771901,0.6759949545903636
9,30,task_specific,outcome_history,bandit,dual_history,,0.4417789240904388,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank1__task_specific__bandit.safetensors,6,6,0.8007422735293707,0.231133598903977,0.1765164397297426,0.9783202394662438,0.8333333333333334,0.26360438671845,0.1431935149466375
9,30,task_specific,outcome_history,bandit,dual_history,,0.8819844098314231,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank4__task_specific__bandit.safetensors,6,6,0.0708942481239015,0.6733022228941935,0.5142000635605546,0.4498291701980942,1.0,0.9430378374949075,1.0978169479242217
10,30,task_specific,outcome_history,debugging,dual_history,,0.6481226776324877,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank1__task_specific__debugging.safetensors,6,6,0.2694841742777498,0.3103214658621315,0.3493352796267123,0.5269446657421444,0.8333333333333334,0.9643935869550968,0.9850055613270868
10,30,task_specific,outcome_history,debugging,dual_history,,0.964177136522872,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank4__task_specific__debugging.safetensors,6,6,0.1072023593563547,0.444794101069055,0.5007139007982875,0.168131668262536,1.0,0.9757545460428594,0.9146480212322952
11,30,task_specific,outcome_history,foraging,dual_history,,0.5769259738171293,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank1__task_specific__foraging.safetensors,6,6,0.176391240209341,0.1547666439809571,0.1777290225771963,0.566405155097874,1.0,0.4917621007879993,0.2870919372637308
11,30,task_specific,outcome_history,foraging,dual_history,,0.8923882017347514,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank4__task_specific__foraging.safetensors,6,6,0.0295786409163459,0.3301688404927084,0.3791552481646852,0.2856596896772692,1.0,0.9807555998595924,0.8612758117911923
12,30,task_specific,outcome_history,solvability,dual_history,,0.9186961059052148,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank1__task_specific__solvability.safetensors,6,4,0.2516029265971156,0.6464099515836073,0.4264682810888583,0.4321922476060446,1.0,0.9386826706221478,0.9483891028647656
12,30,task_specific,outcome_history,solvability,dual_history,,0.9578359275774396,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__dual_history__L30__rank4__task_specific__solvability.safetensors,6,4,0.2580839917742802,0.8187859386725691,0.5401931560458872,0.3112379702552124,1.0,0.9693099336475764,1.1545606469658014
13,30,task_specific,outcome_history,bandit,outcome_history,,0.7882623729311353,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank1__task_specific__bandit.safetensors,6,6,0.2266191669429341,0.6441730584603912,0.4949531983590519,0.598876738087958,1.0,0.85084312605443,0.9604429893847491
13,30,task_specific,outcome_history,bandit,outcome_history,,0.916321437426415,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank4__task_specific__bandit.safetensors,6,6,0.1073171138996258,0.6844338746141657,0.5258877732564927,0.3764831374890321,1.0,0.957472072094684,1.1045094377924616
14,30,task_specific,outcome_history,debugging,outcome_history,,0.8709865675288317,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank1__task_specific__debugging.safetensors,6,6,0.1197923510335385,0.3414258430697658,0.3836555908877414,0.3196482468298838,1.0,0.9113771084212374,0.7023040263997876
14,30,task_specific,outcome_history,debugging,outcome_history,,0.6987744050035039,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank4__task_specific__debugging.safetensors,6,6,0.1674359080692132,0.4552344574263546,0.5115407878503221,0.4884282750393815,1.0,0.6840508196156856,0.9832256369597028
15,30,task_specific,outcome_history,foraging,outcome_history,,0.8049043906711612,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank1__task_specific__foraging.safetensors,6,6,0.0947914251643548,0.402390515701006,0.4621153324869588,0.3846104751425076,1.0,0.7953000150390268,0.9330953215722512
15,30,task_specific,outcome_history,foraging,outcome_history,,0.9230789715815628,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank4__task_specific__foraging.safetensors,6,6,0.0233190709477639,0.3404842825162357,0.3910206659505035,0.2415015383905203,1.0,0.9505556380164968,0.78954219517652
16,30,task_specific,outcome_history,solvability,outcome_history,,0.3819920166134275,1,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank1__task_specific__solvability.safetensors,6,4,1.6404452125231426,0.1583182878244936,0.1049695789541624,1.1856722971719098,1.0,0.3560076575337656,0.2071964892618097
16,30,task_specific,outcome_history,solvability,outcome_history,,0.9572659658931164,4,artifacts/causal_mech_v1/representations/alignments/outcome_history__outcome_history__L30__rank4__task_specific__solvability.safetensors,6,4,0.095434968938207,0.705236009400017,0.4675917607958148,0.3117845397608927,1.0,0.9677035770176328,0.9945431484566868
17,31,task_specific,contextual_outcome_history,bandit,latent_context,,0.9713251962163436,1,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L31__rank1__task_specific__bandit.safetensors,6,6,0.0626678524907523,0.6116456730671227,0.4384923941469026,0.2362044479665298,1.0,0.9809978629630578,0.8961323799367045
17,31,task_specific,contextual_outcome_history,bandit,latent_context,,0.950884112222267,4,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L31__rank4__task_specific__bandit.safetensors,6,6,0.2448709233625171,0.572184661901502,0.4102025622664573,0.309135473399206,1.0,0.962565157757938,0.806519141943034
18,31,task_specific,contextual_outcome_history,debugging,latent_context,-0.1698415551216913,0.8849661161813384,1,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L31__rank1__task_specific__debugging.safetensors,6,6,0.0644466919087183,-1.850155064495051,2.410457251949957,0.30354142179701,1.0,0.8655734467489606,0.7679331822037206
18,31,task_specific,contextual_outcome_history,debugging,latent_context,-0.1524985703326078,0.7971995360727449,4,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L31__rank4__task_specific__debugging.safetensors,6,6,0.2419475450490912,-2.466873419326761,3.0056096692666325,0.4048276113749728,1.0,0.8113123572561187,0.8362870249845291
19,31,task_specific,contextual_outcome_history,foraging,latent_context,,0.7330341795933436,1,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L31__rank1__task_specific__foraging.safetensors,6,6,0.3140634532319382,0.2700023954326151,0.2920324112636162,0.4777100703389439,1.0,0.7179083504107191,0.4731964682132543
19,31,task_specific,contextual_outcome_history,foraging,latent_context,,0.7479470555888289,4,artifacts/causal_mech_v1/representations/alignments/contextual_outcome_history__latent_context__L31__rank4__task_specific__foraging.safetensors,6,6,0.1165412304302056,0.4257730081822008,0.460512648531087,0.4641757554680322,1.0,0.799843371821457,0.9463929364265088
