pair_id,contrast_id,base_condition_id,source_condition_id,target_variable,counterfactual_subtype,task_family,response_mapping,pair_split,base_persistence_logit,intervened_persistence_logit,neural_counterfactual_effect,intervention_norm,intervention_type,layer,rank,artifact_id,subspace_target,subspace_theory,theory,predicted_counterfactual_effect,original_predicted_counterfactual_effect,shuffled_target_contrast_id
cf:contextual_outcome_history:mech-contextual_history-000486:continue_x,mech-contextual_history-000486,mech-contextual_history-000486-minus-m0,mech-contextual_history-000486-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,0.625,2.0,1.375,2.9982919692993164,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,0.9245631136089387,0.9245631136089392,mech-contextual_history-000336
cf:contextual_outcome_history:mech-contextual_history-000486:continue_y,mech-contextual_history-000486,mech-contextual_history-000486-minus-m1,mech-contextual_history-000486-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.875,1.875,1.0,2.3639304637908936,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,0.9245631136089387,0.9245631136089397,mech-contextual_history-000336
cf:contextual_outcome_history:mech-contextual_history-000731:continue_x,mech-contextual_history-000731,mech-contextual_history-000731-minus-m0,mech-contextual_history-000731-plus-m0,contextual_outcome_history,context_isolated,debugging,continue_x,mech_pair_test,-1.625,-0.875,0.75,1.5043048858642578,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,0.8636882835472357,0.8636882835472357,mech-contextual_history-000326
cf:contextual_outcome_history:mech-contextual_history-000991:continue_x,mech-contextual_history-000991,mech-contextual_history-000991-minus-m0,mech-contextual_history-000991-plus-m0,contextual_outcome_history,context_isolated,bandit,continue_x,mech_pair_test,0.0,1.0,1.0,2.260348081588745,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,1.3948831980474692,1.39488319804747,mech-contextual_history-000196
cf:contextual_outcome_history:mech-contextual_history-000991:continue_y,mech-contextual_history-000991,mech-contextual_history-000991-minus-m1,mech-contextual_history-000991-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,1.625,1.0,2.0955796241760254,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,1.3948831980474692,1.3948831980474696,mech-contextual_history-000196
cf:contextual_outcome_history:mech-contextual_history-001056:continue_x,mech-contextual_history-001056,mech-contextual_history-001056-minus-m0,mech-contextual_history-001056-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,-1.0,-0.375,0.625,2.0140061378479004,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,0.9245631136089394,0.9073550577971601,mech-contextual_history-000486
cf:contextual_outcome_history:mech-contextual_history-001056:continue_y,mech-contextual_history-001056,mech-contextual_history-001056-minus-m1,mech-contextual_history-001056-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.0,0.625,0.625,2.008622884750366,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,0.9245631136089394,0.9073550577971602,mech-contextual_history-000486
cf:contextual_outcome_history:mech-contextual_history-001156:continue_y,mech-contextual_history-001156,mech-contextual_history-001156-minus-m1,mech-contextual_history-001156-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,1.75,1.125,2.2814128398895264,shuffled_target,30,8,das_000_contextual_outcome_history_latent_context_L30_r8,contextual_outcome_history,latent_context,latent_context,1.3948831980474699,1.3948831980474692,mech-contextual_history-000991
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-0.375,1.25,3.9044177532196045,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.3094168410480997,1.3094168410480993,mech-outcome_history-000070
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,0.125,1.25,3.8854241371154785,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.3094168410480997,1.3094168410480995,mech-outcome_history-000070
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,1.125,1.5,3.869633913040161,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.3094168410480997,1.3094168410480997,mech-outcome_history-000595
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,0.875,1.375,3.4687066078186035,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.3094168410480997,1.3094168410480997,mech-outcome_history-000595
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,0.125,1.125,2.840341329574585,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8883198576271202,0.8883198576271205,mech-outcome_history-000295
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-0.25,1.125,2.8372528553009033,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8708011878799056,0.8708011878799057,mech-outcome_history-000460
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-0.5,0.75,2.36509370803833,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8883198576271205,0.8883198576271203,mech-outcome_history-000645
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-0.5,0.625,1.8935922384262085,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8883198576271205,0.8883198576271201,mech-outcome_history-000645
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-0.625,0.875,2.4728634357452393,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8708011878799057,0.8708011878799056,mech-outcome_history-000600
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,0.25,1.625,3.752770185470581,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.515728086349574,1.515728086349574,mech-outcome_history-000710
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,0.375,1.75,3.4611363410949707,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.515728086349574,1.515728086349574,mech-outcome_history-000710
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-0.625,1.125,3.228158712387085,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.3094168410480993,1.3094168410480997,mech-outcome_history-000000
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-0.5,1.25,3.3028368949890137,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.3094168410480993,1.3094168410480997,mech-outcome_history-000000
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.125,0.75,2.0322608947753906,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8708011878799051,0.8708011878799056,mech-outcome_history-000810
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-0.5,0.75,1.8747156858444214,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8708011878799051,0.8708011878799058,mech-outcome_history-000810
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-2.375,0.875,1.7540030479431152,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8883198576271204,0.8883198576271205,mech-outcome_history-000925
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,0.625,1.375,3.190438747406006,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.515728086349574,1.5157280863495735,mech-outcome_history-000465
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,1.0,1.5,3.185932159423828,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.515728086349574,1.515728086349574,mech-outcome_history-000465
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,0.5,2.125,4.605169296264648,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.5157280863495737,1.515728086349574,mech-outcome_history-000675
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,0.5,1.875,3.8619611263275146,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,1.5157280863495737,1.5157280863495737,mech-outcome_history-000675
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,1.125,1.0,2.6314053535461426,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8708011878799057,0.8708011878799052,mech-outcome_history-000110
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,1.25,0.875,2.264247179031372,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8708011878799057,0.870801187879905,mech-outcome_history-000110
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,0.5,1.25,2.962508201599121,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8883198576271205,0.8883198576271205,mech-outcome_history-000085
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,0.25,0.875,1.922360897064209,shuffled_target,28,2,das_001_outcome_history_dual_history_L28_r2,outcome_history,dual_history,dual_history,0.8883198576271205,0.8883198576271203,mech-outcome_history-000085
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-0.25,1.375,4.412139892578125,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.3014827676557235,1.3014827676557235,mech-outcome_history-000070
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,0.125,1.25,4.036364555358887,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.3014827676557235,1.3014827676557235,mech-outcome_history-000070
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.875,1.25,5.414508819580078,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.301482767655723,1.3014827676557232,mech-outcome_history-000595
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,0.75,1.25,4.39865779876709,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.301482767655723,1.3014827676557235,mech-outcome_history-000595
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,0.125,1.125,3.6413819789886475,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8899279749312126,0.8899279749312125,mech-outcome_history-000295
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-0.25,1.125,3.130763530731201,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8707577684892366,0.8707577684892369,mech-outcome_history-000600
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-0.5,0.75,3.0386252403259277,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8899279749312123,0.8899279749312128,mech-outcome_history-000645
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-0.5,0.625,2.1622724533081055,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8899279749312123,0.8899279749312123,mech-outcome_history-000645
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-0.625,0.875,2.406179666519165,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8707577684892364,0.870757768489237,mech-outcome_history-000810
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,0.25,1.625,5.345149993896484,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.5082301882303168,1.5082301882303164,mech-outcome_history-000710
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,0.375,1.75,4.491203784942627,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.5082301882303168,1.5082301882303168,mech-outcome_history-000710
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-0.5,1.25,3.304828643798828,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.3014827676557235,1.3014827676557228,mech-outcome_history-000000
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-0.625,1.125,2.9464361667633057,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.3014827676557235,1.3014827676557232,mech-outcome_history-000000
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.125,0.75,1.998725414276123,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8707577684892369,0.8707577684892365,mech-outcome_history-000110
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-0.5,0.75,1.995005488395691,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8707577684892369,0.8707577684892367,mech-outcome_history-000110
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-2.5,0.75,1.2908430099487305,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8899279749312135,0.8899279749312123,mech-outcome_history-000925
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,0.625,1.375,4.361874580383301,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.5082301882303166,1.5082301882303157,mech-outcome_history-000465
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,1.125,1.625,4.407530307769775,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.5082301882303166,1.508230188230316,mech-outcome_history-000465
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,0.5,2.125,6.3341898918151855,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.508230188230316,1.5082301882303168,mech-outcome_history-000675
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,0.625,2.0,4.957281589508057,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,1.508230188230316,1.5082301882303168,mech-outcome_history-000675
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,1.0,0.875,3.704986810684204,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.870757768489237,0.8707577684892365,mech-outcome_history-000460
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,1.125,0.75,3.310346841812134,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.870757768489237,0.8707577684892363,mech-outcome_history-000460
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,0.375,1.125,3.7278919219970703,shuffled_target,30,2,das_002_outcome_history_outcome_history_L30_r2,outcome_history,outcome_history,outcome_history,0.8899279749312125,0.8899279749312136,mech-outcome_history-000085
