pair_id,contrast_id,base_condition_id,source_condition_id,target_variable,counterfactual_subtype,task_family,response_mapping,pair_split,base_persistence_logit,intervened_persistence_logit,neural_counterfactual_effect,intervention_norm,intervention_type,layer,rank,theory,predicted_counterfactual_effect,artifact_id,original_source_condition_id,shuffled_source_pair_id,current_state_bin,current_state_score
cf:contextual_outcome_history:mech-contextual_history-000486:continue_x,mech-contextual_history-000486,mech-contextual_history-000486-minus-m0,mech-contextual_history-000336-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,0.625,0.5,-0.125,2.987410545349121,shuffled_source,30,8,latent_context,0.9245631136089392,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-000486-plus-m0,cf:contextual_outcome_history:mech-contextual_history-000336:continue_x,0,3.0
cf:contextual_outcome_history:mech-contextual_history-000486:continue_y,mech-contextual_history-000486,mech-contextual_history-000486-minus-m1,mech-contextual_history-000336-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.875,1.5,0.625,2.378661632537842,shuffled_source,30,8,latent_context,0.9245631136089397,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-000486-plus-m1,cf:contextual_outcome_history:mech-contextual_history-000336:continue_y,0,3.0
cf:contextual_outcome_history:mech-contextual_history-000731:continue_x,mech-contextual_history-000731,mech-contextual_history-000731-minus-m0,mech-contextual_history-000221-plus-m0,contextual_outcome_history,context_isolated,debugging,continue_x,mech_pair_test,-1.625,-1.0,0.625,1.5067325830459595,shuffled_source,30,8,latent_context,0.8636882835472357,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-000731-plus-m0,cf:contextual_outcome_history:mech-contextual_history-000221:continue_x,0,-3.0
cf:contextual_outcome_history:mech-contextual_history-000991:continue_x,mech-contextual_history-000991,mech-contextual_history-000991-minus-m0,mech-contextual_history-000151-plus-m0,contextual_outcome_history,context_isolated,bandit,continue_x,mech_pair_test,0.0,0.875,0.875,2.2597875595092773,shuffled_source,30,8,latent_context,1.39488319804747,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-000991-plus-m0,cf:contextual_outcome_history:mech-contextual_history-000151:continue_x,0,
cf:contextual_outcome_history:mech-contextual_history-000991:continue_y,mech-contextual_history-000991,mech-contextual_history-000991-minus-m1,mech-contextual_history-000151-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,1.625,1.0,2.100292444229126,shuffled_source,30,8,latent_context,1.3948831980474696,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-000991-plus-m1,cf:contextual_outcome_history:mech-contextual_history-000151:continue_y,0,
cf:contextual_outcome_history:mech-contextual_history-001056:continue_x,mech-contextual_history-001056,mech-contextual_history-001056-minus-m0,mech-contextual_history-000486-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,-1.0,0.0,1.0,2.0081851482391357,shuffled_source,30,8,latent_context,0.9073550577971601,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-001056-plus-m0,cf:contextual_outcome_history:mech-contextual_history-000486:continue_x,0,0.0
cf:contextual_outcome_history:mech-contextual_history-001056:continue_y,mech-contextual_history-001056,mech-contextual_history-001056-minus-m1,mech-contextual_history-000486-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.0,0.75,0.75,2.0119807720184326,shuffled_source,30,8,latent_context,0.9073550577971602,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-001056-plus-m1,cf:contextual_outcome_history:mech-contextual_history-000486:continue_y,0,0.0
cf:contextual_outcome_history:mech-contextual_history-001156:continue_y,mech-contextual_history-001156,mech-contextual_history-001156-minus-m1,mech-contextual_history-000991-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,1.75,1.125,2.271735429763794,shuffled_source,30,8,latent_context,1.3948831980474692,das_000_contextual_outcome_history_latent_context_L30_r8,mech-contextual_history-001156-plus-m1,cf:contextual_outcome_history:mech-contextual_history-000991:continue_y,0,
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-0.625,1.0,3.8999078273773193,shuffled_source,28,2,dual_history,1.3094168410480993,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000000-plus-m0,cf:outcome_history:mech-outcome_history-000595:continue_x,0,
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-0.125,1.0,3.8903250694274902,shuffled_source,28,2,dual_history,1.3094168410480995,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000000-plus-m1,cf:outcome_history:mech-outcome_history-000595:continue_y,0,
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.25,0.625,3.884584426879883,shuffled_source,28,2,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000070-plus-m0,cf:outcome_history:mech-outcome_history-000000:continue_x,0,
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,0.625,1.125,3.4762187004089355,shuffled_source,28,2,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000070-plus-m1,cf:outcome_history:mech-outcome_history-000000:continue_y,0,
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,0.125,1.125,2.837470054626465,shuffled_source,28,2,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000085-plus-m0,cf:outcome_history:mech-outcome_history-000925:continue_x,0,1.0
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,0.125,1.5,2.831061601638794,shuffled_source,28,2,dual_history,0.8708011878799057,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000110-plus-m0,cf:outcome_history:mech-outcome_history-000810:continue_x,0,1.0
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-0.25,1.0,2.365455150604248,shuffled_source,28,2,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000295-plus-m0,cf:outcome_history:mech-outcome_history-000085:continue_x,0,1.0
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-0.25,0.875,1.894538164138794,shuffled_source,28,2,dual_history,0.8883198576271201,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000295-plus-m1,cf:outcome_history:mech-outcome_history-000925:continue_y,0,1.0
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-0.5,1.0,2.465717077255249,shuffled_source,28,2,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000460-plus-m1,cf:outcome_history:mech-outcome_history-000600:continue_y,0,-1.0
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,0.25,1.625,3.754957914352417,shuffled_source,28,2,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000465-plus-m0,cf:outcome_history:mech-outcome_history-000710:continue_x,0,-1.0
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,0.375,1.75,3.4559221267700195,shuffled_source,28,2,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000465-plus-m1,cf:outcome_history:mech-outcome_history-000675:continue_y,0,-1.0
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-0.125,1.625,3.2074599266052246,shuffled_source,28,2,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000595-plus-m0,cf:outcome_history:mech-outcome_history-000070:continue_x,0,
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-0.125,1.625,3.293203830718994,shuffled_source,28,2,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000595-plus-m1,cf:outcome_history:mech-outcome_history-000070:continue_y,0,
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.0,0.875,2.0333852767944336,shuffled_source,28,2,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000600-plus-m0,cf:outcome_history:mech-outcome_history-000110:continue_x,0,0.0
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-0.125,1.125,1.8715580701828003,shuffled_source,28,2,dual_history,0.8708011878799058,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000600-plus-m1,cf:outcome_history:mech-outcome_history-000810:continue_y,0,0.0
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-2.25,1.0,1.7496589422225952,shuffled_source,28,2,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000645-plus-m1,cf:outcome_history:mech-outcome_history-000295:continue_y,0,-4.0
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,0.5,1.25,3.1824028491973877,shuffled_source,28,2,dual_history,1.5157280863495735,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000675-plus-m0,cf:outcome_history:mech-outcome_history-000465:continue_x,0,0.0
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,0.875,1.375,3.175974130630493,shuffled_source,28,2,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000675-plus-m1,cf:outcome_history:mech-outcome_history-000710:continue_y,0,0.0
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,0.5,2.125,4.593282699584961,shuffled_source,28,2,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000710-plus-m0,cf:outcome_history:mech-outcome_history-000675:continue_x,0,0.0
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,0.5,1.875,3.850285053253174,shuffled_source,28,2,dual_history,1.5157280863495737,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000710-plus-m1,cf:outcome_history:mech-outcome_history-000465:continue_y,0,0.0
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,-1.125,-1.25,2.6285431385040283,shuffled_source,28,2,dual_history,0.8708011878799052,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000810-plus-m0,cf:outcome_history:mech-outcome_history-000600:continue_x,0,2.0
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,-0.625,-1.0,2.2594172954559326,shuffled_source,28,2,dual_history,0.870801187879905,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000810-plus-m1,cf:outcome_history:mech-outcome_history-000460:continue_y,0,2.0
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,0.0,0.75,2.9724926948547363,shuffled_source,28,2,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000925-plus-m0,cf:outcome_history:mech-outcome_history-000295:continue_x,0,4.0
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,-1.5,-0.875,1.921494960784912,shuffled_source,28,2,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,mech-outcome_history-000925-plus-m1,cf:outcome_history:mech-outcome_history-000645:continue_y,0,4.0
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,0.0,1.625,4.409967422485352,shuffled_source,30,2,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000000-plus-m0,cf:outcome_history:mech-outcome_history-000070:continue_x,0,
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-0.125,1.0,4.040545463562012,shuffled_source,30,2,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000000-plus-m1,cf:outcome_history:mech-outcome_history-000595:continue_y,0,
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,-0.75,-0.375,5.42100191116333,shuffled_source,30,2,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000070-plus-m0,cf:outcome_history:mech-outcome_history-000595:continue_x,0,
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,0.5,1.0,4.394102096557617,shuffled_source,30,2,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000070-plus-m1,cf:outcome_history:mech-outcome_history-000000:continue_y,0,
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,0.0,1.0,3.656766176223755,shuffled_source,30,2,outcome_history,0.8899279749312125,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000085-plus-m0,cf:outcome_history:mech-outcome_history-000295:continue_x,0,1.0
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-0.75,0.625,3.1276588439941406,shuffled_source,30,2,outcome_history,0.8707577684892369,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000110-plus-m0,cf:outcome_history:mech-outcome_history-000600:continue_x,0,1.0
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-0.25,1.0,3.0449881553649902,shuffled_source,30,2,outcome_history,0.8899279749312128,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000295-plus-m0,cf:outcome_history:mech-outcome_history-000925:continue_x,0,1.0
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-2.125,-1.0,2.1574623584747314,shuffled_source,30,2,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000295-plus-m1,cf:outcome_history:mech-outcome_history-000645:continue_y,0,1.0
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-0.375,1.125,2.410191774368286,shuffled_source,30,2,outcome_history,0.870757768489237,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000460-plus-m1,cf:outcome_history:mech-outcome_history-000810:continue_y,0,-1.0
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,0.25,1.625,5.3295769691467285,shuffled_source,30,2,outcome_history,1.5082301882303164,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000465-plus-m0,cf:outcome_history:mech-outcome_history-000675:continue_x,0,-1.0
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,0.375,1.75,4.480905055999756,shuffled_source,30,2,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000465-plus-m1,cf:outcome_history:mech-outcome_history-000710:continue_y,0,-1.0
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-0.5,1.25,3.30210542678833,shuffled_source,30,2,outcome_history,1.3014827676557228,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000595-plus-m0,cf:outcome_history:mech-outcome_history-000000:continue_x,0,
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-0.375,1.375,2.9395060539245605,shuffled_source,30,2,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000595-plus-m1,cf:outcome_history:mech-outcome_history-000070:continue_y,0,
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-0.875,1.0,1.9975528717041016,shuffled_source,30,2,outcome_history,0.8707577684892365,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000600-plus-m0,cf:outcome_history:mech-outcome_history-000810:continue_x,0,0.0
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-0.625,0.625,1.994404911994934,shuffled_source,30,2,outcome_history,0.8707577684892367,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000600-plus-m1,cf:outcome_history:mech-outcome_history-000460:continue_y,0,0.0
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-2.5,0.75,1.2908408641815186,shuffled_source,30,2,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000645-plus-m1,cf:outcome_history:mech-outcome_history-000925:continue_y,0,-4.0
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,0.5,1.25,4.333311080932617,shuffled_source,30,2,outcome_history,1.5082301882303157,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000675-plus-m0,cf:outcome_history:mech-outcome_history-000710:continue_x,0,0.0
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,0.875,1.375,4.4009690284729,shuffled_source,30,2,outcome_history,1.508230188230316,das_002_outcome_history_outcome_history_L30_r2,mech-outcome_history-000675-plus-m1,cf:outcome_history:mech-outcome_history-000465:continue_y,0,0.0
