pair_id,contrast_id,base_condition_id,source_condition_id,target_variable,counterfactual_subtype,task_family,response_mapping,pair_split,base_persistence_logit,intervened_persistence_logit,neural_counterfactual_effect,intervention_norm,intervention_type,layer,rank,theory,predicted_counterfactual_effect,artifact_id,control
cf:contextual_outcome_history:mech-contextual_history-000486:continue_x,mech-contextual_history-000486,mech-contextual_history-000486-minus-m0,mech-contextual_history-000486-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,0.625,0.5,-0.125,0.30285176634788513,response_mapping,30,1,latent_context,0.9245631136089392,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:contextual_outcome_history:mech-contextual_history-000486:continue_y,mech-contextual_history-000486,mech-contextual_history-000486-minus-m1,mech-contextual_history-000486-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.875,0.875,0.0,0.38871362805366516,response_mapping,30,1,latent_context,0.9245631136089397,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:contextual_outcome_history:mech-contextual_history-000731:continue_x,mech-contextual_history-000731,mech-contextual_history-000731-minus-m0,mech-contextual_history-000731-plus-m0,contextual_outcome_history,context_isolated,debugging,continue_x,mech_pair_test,-1.625,-1.625,0.0,0.11659766733646393,response_mapping,30,1,latent_context,0.8636882835472357,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:contextual_outcome_history:mech-contextual_history-000991:continue_x,mech-contextual_history-000991,mech-contextual_history-000991-minus-m0,mech-contextual_history-000991-plus-m0,contextual_outcome_history,context_isolated,bandit,continue_x,mech_pair_test,0.0,0.0,0.0,0.018637988716363907,response_mapping,30,1,latent_context,1.39488319804747,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:contextual_outcome_history:mech-contextual_history-000991:continue_y,mech-contextual_history-000991,mech-contextual_history-000991-minus-m1,mech-contextual_history-000991-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,0.625,0.0,0.7650182247161865,response_mapping,30,1,latent_context,1.3948831980474696,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:contextual_outcome_history:mech-contextual_history-001056:continue_x,mech-contextual_history-001056,mech-contextual_history-001056-minus-m0,mech-contextual_history-001056-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,-1.0,-1.0,0.0,0.026375209912657738,response_mapping,30,1,latent_context,0.9073550577971601,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:contextual_outcome_history:mech-contextual_history-001056:continue_y,mech-contextual_history-001056,mech-contextual_history-001056-minus-m1,mech-contextual_history-001056-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.0,-0.125,-0.125,0.11109244078397751,response_mapping,30,1,latent_context,0.9073550577971602,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:contextual_outcome_history:mech-contextual_history-001156:continue_y,mech-contextual_history-001156,mech-contextual_history-001156-minus-m1,mech-contextual_history-001156-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,0.625,0.0,0.6875925660133362,response_mapping,30,1,latent_context,1.3948831980474692,das_000_contextual_outcome_history_latent_context_L30_r8,response_mapping
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-1.25,0.375,1.4769971370697021,response_mapping,28,1,dual_history,1.3094168410480993,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-0.625,0.5,1.7698403596878052,response_mapping,28,1,dual_history,1.3094168410480995,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.375,0.75,3.1392877101898193,response_mapping,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,0.25,0.75,3.030296802520752,response_mapping,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,-0.5,0.5,2.8449599742889404,response_mapping,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-1.0,0.375,1.3075706958770752,response_mapping,28,1,dual_history,0.8708011878799057,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-1.0,0.25,1.7957539558410645,response_mapping,28,1,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-1.0,0.125,0.8015701174736023,response_mapping,28,1,dual_history,0.8883198576271201,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-1.25,0.25,0.5432305335998535,response_mapping,28,1,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,-0.625,0.75,3.599710702896118,response_mapping,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.5,0.875,2.9063940048217773,response_mapping,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-1.5,0.25,0.9207363128662109,response_mapping,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-1.375,0.375,0.9132808446884155,response_mapping,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.75,0.125,0.51174396276474,response_mapping,28,1,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-1.0,0.25,0.4663839340209961,response_mapping,28,1,dual_history,0.8708011878799058,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-3.25,0.0,0.015811532735824585,response_mapping,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,0.0,0.75,3.201176404953003,response_mapping,28,1,dual_history,1.5157280863495735,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,0.125,0.625,2.8595964908599854,response_mapping,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,-0.5,1.125,4.34221887588501,response_mapping,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.375,1.0,3.340764284133911,response_mapping,28,1,dual_history,1.5157280863495737,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,0.625,0.5,2.302243232727051,response_mapping,28,1,dual_history,0.8708011878799052,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,0.875,0.5,2.162316083908081,response_mapping,28,1,dual_history,0.870801187879905,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,0.0,0.75,3.015834331512451,response_mapping,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,-0.125,0.5,1.5998754501342773,response_mapping,28,1,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,response_mapping
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-1.125,0.5,2.251558303833008,response_mapping,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-0.25,0.875,3.1869378089904785,response_mapping,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.625,1.0,4.4995856285095215,response_mapping,30,1,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,0.5,1.0,4.530600070953369,response_mapping,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,-0.25,0.75,4.028186321258545,response_mapping,30,1,outcome_history,0.8899279749312125,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-1.0,0.375,1.9605494737625122,response_mapping,30,1,outcome_history,0.8707577684892369,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-0.875,0.375,2.5807290077209473,response_mapping,30,1,outcome_history,0.8899279749312128,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-0.75,0.375,1.4156337976455688,response_mapping,30,1,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-1.125,0.375,1.221192717552185,response_mapping,30,1,outcome_history,0.870757768489237,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,-0.375,1.0,5.375405788421631,response_mapping,30,1,outcome_history,1.5082301882303164,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.25,1.125,4.407937526702881,response_mapping,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-1.5,0.25,1.3675347566604614,response_mapping,30,1,outcome_history,1.3014827676557228,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-1.125,0.625,1.9769833087921143,response_mapping,30,1,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.75,0.125,0.8516423106193542,response_mapping,30,1,outcome_history,0.8707577684892365,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-1.0,0.25,0.9807282090187073,response_mapping,30,1,outcome_history,0.8707577684892367,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-3.125,0.125,0.41380903124809265,response_mapping,30,1,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,0.25,1.0,4.844597339630127,response_mapping,30,1,outcome_history,1.5082301882303157,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,0.5,1.0,4.50044584274292,response_mapping,30,1,outcome_history,1.508230188230316,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,-0.25,1.375,6.407668113708496,response_mapping,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.125,1.25,5.033167839050293,response_mapping,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,0.75,0.625,3.548832654953003,response_mapping,30,1,outcome_history,0.8707577684892365,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,1.125,0.75,3.0966312885284424,response_mapping,30,1,outcome_history,0.8707577684892363,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,0.125,0.875,4.345355987548828,response_mapping,30,1,outcome_history,0.8899279749312136,das_002_outcome_history_outcome_history_L30_r2,response_mapping
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,-0.125,0.5,2.359598398208618,response_mapping,30,1,outcome_history,0.8899279749312132,das_002_outcome_history_outcome_history_L30_r2,response_mapping
