pair_id,contrast_id,base_condition_id,source_condition_id,target_variable,counterfactual_subtype,task_family,response_mapping,pair_split,base_persistence_logit,intervened_persistence_logit,neural_counterfactual_effect,intervention_norm,intervention_type,layer,rank,theory,predicted_counterfactual_effect,artifact_id,control
cf:contextual_outcome_history:mech-contextual_history-000486:continue_x,mech-contextual_history-000486,mech-contextual_history-000486-minus-m0,mech-contextual_history-000486-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,0.625,0.5,-0.125,0.16971585154533386,persistence_state,30,1,latent_context,0.9245631136089392,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-000486:continue_y,mech-contextual_history-000486,mech-contextual_history-000486-minus-m1,mech-contextual_history-000486-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.875,0.875,0.0,0.5948249101638794,persistence_state,30,1,latent_context,0.9245631136089397,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-000731:continue_x,mech-contextual_history-000731,mech-contextual_history-000731-minus-m0,mech-contextual_history-000731-plus-m0,contextual_outcome_history,context_isolated,debugging,continue_x,mech_pair_test,-1.625,-1.625,0.0,0.0646868571639061,persistence_state,30,1,latent_context,0.8636882835472357,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-000991:continue_x,mech-contextual_history-000991,mech-contextual_history-000991-minus-m0,mech-contextual_history-000991-plus-m0,contextual_outcome_history,context_isolated,bandit,continue_x,mech_pair_test,0.0,0.0,0.0,0.15572544932365417,persistence_state,30,1,latent_context,1.39488319804747,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-000991:continue_y,mech-contextual_history-000991,mech-contextual_history-000991-minus-m1,mech-contextual_history-000991-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,0.625,0.0,0.4577730894088745,persistence_state,30,1,latent_context,1.3948831980474696,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-001056:continue_x,mech-contextual_history-001056,mech-contextual_history-001056-minus-m0,mech-contextual_history-001056-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,-1.0,-1.0,0.0,0.47426506876945496,persistence_state,30,1,latent_context,0.9073550577971601,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-001056:continue_y,mech-contextual_history-001056,mech-contextual_history-001056-minus-m1,mech-contextual_history-001056-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.0,0.0,0.0,0.78346848487854,persistence_state,30,1,latent_context,0.9073550577971602,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-001156:continue_y,mech-contextual_history-001156,mech-contextual_history-001156-minus-m1,mech-contextual_history-001156-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,0.625,0.0,0.5753589868545532,persistence_state,30,1,latent_context,1.3948831980474692,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_state
cf:contextual_outcome_history:mech-contextual_history-000151:continue_x,mech-contextual_history-000151,mech-contextual_history-000151-minus-m0,mech-contextual_history-000151-plus-m0,contextual_outcome_history,context_isolated,bandit,continue_x,mech_pair_test,-0.125,0.125,0.25,0.8579681515693665,persistence_output,30,1,latent_context,1.3948831980474694,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000151:continue_y,mech-contextual_history-000151,mech-contextual_history-000151-minus-m1,mech-contextual_history-000151-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.375,0.625,0.25,0.8242536187171936,persistence_output,30,1,latent_context,1.3948831980474696,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000196:continue_x,mech-contextual_history-000196,mech-contextual_history-000196-minus-m0,mech-contextual_history-000196-plus-m0,contextual_outcome_history,context_isolated,bandit,continue_x,mech_pair_test,0.5,0.875,0.375,1.0958619117736816,persistence_output,30,1,latent_context,1.3948831980474692,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000206:continue_x,mech-contextual_history-000206,mech-contextual_history-000206-minus-m0,mech-contextual_history-000206-plus-m0,contextual_outcome_history,context_isolated,debugging,continue_x,mech_pair_test,-0.625,-0.25,0.375,0.9518389105796814,persistence_output,30,1,latent_context,0.8636882835472357,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000206:continue_y,mech-contextual_history-000206,mech-contextual_history-000206-minus-m1,mech-contextual_history-000206-plus-m1,contextual_outcome_history,context_isolated,debugging,continue_y,mech_pair_test,0.125,0.5,0.375,0.7701100707054138,persistence_output,30,1,latent_context,0.8636882835472354,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000221:continue_x,mech-contextual_history-000221,mech-contextual_history-000221-minus-m0,mech-contextual_history-000221-plus-m0,contextual_outcome_history,context_isolated,debugging,continue_x,mech_pair_test,-1.75,-1.5,0.25,0.4711724519729614,persistence_output,30,1,latent_context,0.9143597120123887,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000221:continue_y,mech-contextual_history-000221,mech-contextual_history-000221-minus-m1,mech-contextual_history-000221-plus-m1,contextual_outcome_history,context_isolated,debugging,continue_y,mech_pair_test,-0.875,-0.5,0.375,0.7397539615631104,persistence_output,30,1,latent_context,0.9143597120123892,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000326:continue_y,mech-contextual_history-000326,mech-contextual_history-000326-minus-m1,mech-contextual_history-000326-plus-m1,contextual_outcome_history,context_isolated,debugging,continue_y,mech_pair_test,-1.125,-0.875,0.25,0.6949267983436584,persistence_output,30,1,latent_context,0.8636882835472357,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000336:continue_x,mech-contextual_history-000336,mech-contextual_history-000336-minus-m0,mech-contextual_history-000336-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,-0.125,0.125,0.25,1.157013177871704,persistence_output,30,1,latent_context,0.9245631136089386,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000336:continue_y,mech-contextual_history-000336,mech-contextual_history-000336-minus-m1,mech-contextual_history-000336-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.625,0.625,0.0,0.3626125156879425,persistence_output,30,1,latent_context,0.9245631136089387,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000486:continue_x,mech-contextual_history-000486,mech-contextual_history-000486-minus-m0,mech-contextual_history-000486-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,0.625,0.875,0.25,1.3771306276321411,persistence_output,30,1,latent_context,0.9245631136089392,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000486:continue_y,mech-contextual_history-000486,mech-contextual_history-000486-minus-m1,mech-contextual_history-000486-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.875,1.125,0.25,0.46647757291793823,persistence_output,30,1,latent_context,0.9245631136089397,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000731:continue_x,mech-contextual_history-000731,mech-contextual_history-000731-minus-m0,mech-contextual_history-000731-plus-m0,contextual_outcome_history,context_isolated,debugging,continue_x,mech_pair_test,-1.625,-1.375,0.25,0.5894990563392639,persistence_output,30,1,latent_context,0.8636882835472357,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000991:continue_x,mech-contextual_history-000991,mech-contextual_history-000991-minus-m0,mech-contextual_history-000991-plus-m0,contextual_outcome_history,context_isolated,bandit,continue_x,mech_pair_test,0.0,0.25,0.25,0.9508847594261169,persistence_output,30,1,latent_context,1.39488319804747,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-000991:continue_y,mech-contextual_history-000991,mech-contextual_history-000991-minus-m1,mech-contextual_history-000991-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,0.875,0.25,0.8204750418663025,persistence_output,30,1,latent_context,1.3948831980474696,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-001056:continue_x,mech-contextual_history-001056,mech-contextual_history-001056-minus-m0,mech-contextual_history-001056-plus-m0,contextual_outcome_history,context_isolated,foraging,continue_x,mech_pair_test,-1.0,-0.75,0.25,0.6644975543022156,persistence_output,30,1,latent_context,0.9073550577971601,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-001056:continue_y,mech-contextual_history-001056,mech-contextual_history-001056-minus-m1,mech-contextual_history-001056-plus-m1,contextual_outcome_history,context_isolated,foraging,continue_y,mech_pair_test,0.0,0.125,0.125,0.40258681774139404,persistence_output,30,1,latent_context,0.9073550577971602,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:contextual_outcome_history:mech-contextual_history-001156:continue_y,mech-contextual_history-001156,mech-contextual_history-001156-minus-m1,mech-contextual_history-001156-plus-m1,contextual_outcome_history,context_isolated,bandit,continue_y,mech_pair_test,0.625,0.875,0.25,0.8874844908714294,persistence_output,30,1,latent_context,1.3948831980474692,das_000_contextual_outcome_history_latent_context_L30_r8,persistence_output
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-0.875,0.75,3.8635122776031494,persistence_state,28,1,dual_history,1.3094168410480993,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-1.25,-0.125,2.107142686843872,persistence_state,28,1,dual_history,1.3094168410480995,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.0,0.375,2.954792022705078,persistence_state,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,-0.5,0.0,0.14915251731872559,persistence_state,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,-0.625,0.375,2.374523401260376,persistence_state,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-0.75,0.625,2.468658685684204,persistence_state,28,1,dual_history,0.8708011878799057,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-1.0,0.25,2.390669584274292,persistence_state,28,1,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-1.25,-0.125,0.8911463022232056,persistence_state,28,1,dual_history,0.8883198576271201,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-1.625,-0.125,1.358662724494934,persistence_state,28,1,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,-1.0,0.375,3.0469720363616943,persistence_state,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-1.25,0.125,0.15737175941467285,persistence_state,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-1.125,0.625,2.8136188983917236,persistence_state,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-1.875,-0.125,1.9164239168167114,persistence_state,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.5,0.375,1.7730119228363037,persistence_state,28,1,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-1.375,-0.125,1.008164405822754,persistence_state,28,1,dual_history,0.8708011878799058,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-3.375,-0.125,1.1352033615112305,persistence_state,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,-0.5,0.25,1.8296195268630981,persistence_state,28,1,dual_history,1.5157280863495735,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,-0.375,0.125,1.281393051147461,persistence_state,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,-1.0,0.625,3.797839641571045,persistence_state,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-1.375,0.0,0.14448785781860352,persistence_state,28,1,dual_history,1.5157280863495737,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,0.375,0.25,1.8198134899139404,persistence_state,28,1,dual_history,0.8708011878799052,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,0.375,0.0,0.5558838844299316,persistence_state,28,1,dual_history,0.870801187879905,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,-0.375,0.375,2.0627329349517822,persistence_state,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,-0.625,0.0,0.28730690479278564,persistence_state,28,1,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,persistence_state
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-1.375,0.25,0.529971182346344,persistence_output,28,1,dual_history,1.3094168410480993,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-0.625,0.5,0.8452821969985962,persistence_output,28,1,dual_history,1.3094168410480995,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.125,0.5,1.1966160535812378,persistence_output,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,-0.125,0.375,1.1886521577835083,persistence_output,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,-0.625,0.375,0.9440932273864746,persistence_output,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-1.125,0.25,0.5881653428077698,persistence_output,28,1,dual_history,0.8708011878799057,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-1.125,0.125,0.572815477848053,persistence_output,28,1,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-1.0,0.125,0.4691407382488251,persistence_output,28,1,dual_history,0.8883198576271201,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-1.25,0.25,0.41032281517982483,persistence_output,28,1,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,-1.0,0.375,1.2815501689910889,persistence_output,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.875,0.5,1.1740933656692505,persistence_output,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-1.625,0.125,0.3705892860889435,persistence_output,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-1.375,0.375,0.6142522692680359,persistence_output,28,1,dual_history,1.3094168410480997,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.875,0.0,0.15073196589946747,persistence_output,28,1,dual_history,0.8708011878799056,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-1.0,0.25,0.31377312541007996,persistence_output,28,1,dual_history,0.8708011878799058,das_001_outcome_history_dual_history_L28_r2,persistence_output
