section,task_family,item,value,status,sd,minimum,maximum
standardized_distribution,bandit,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_controllability,0.022064789082034516,audited,0.0,0.022064789082034516,0.022064789082034516
standardized_distribution,bandit,factor_controllability__available,-1.153298351415819,audited,2.220446049250313e-16,-1.1532983514158193,-1.1532983514158193
standardized_distribution,bandit,factor_disengagement_value,0.015778769047919885,audited,0.9989268980161503,-1.2164656292955953,1.2127365907998349
standardized_distribution,bandit,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_environmental_stability,0.043015060444156795,audited,0.998885566946512,-1.0043956255814757,0.9956236113842576
standardized_distribution,bandit,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_goal_continuity,-0.023795030962660144,audited,0.9996281189413662,-0.9962788532431524,1.0037350454091807
standardized_distribution,bandit,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_prior_investment,0.05896347107657735,audited,0.998039912081528,-1.0037350454091825,0.996278853243154
standardized_distribution,bandit,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_progress_evidence,0.008802569880493426,audited,0.0,0.008802569880493426,0.008802569880493426
standardized_distribution,bandit,factor_progress_evidence__available,-1.578896637563922,audited,4.440892098500626e-16,-1.5788966375639224,-1.5788966375639224
standardized_distribution,bandit,factor_success_evidence,0.05510595228325538,audited,1.0274206164091393,-1.2297671821723437,1.2094404518885034
standardized_distribution,bandit,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_uncertainty,-0.0004808766884898872,audited,1.0000052629274128,-1.0112474592397696,0.9888776390614011
standardized_distribution,bandit,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,continuation_advantage,-0.004316402453865164,audited,1.0390553085313416,-2.1584302368680044,2.1641178000745076
standardized_distribution,bandit,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,history_action_1,0.002988585648355929,audited,1.000099844141396,-1.5264847345749561,0.9679680121234131
standardized_distribution,bandit,history_action_1__available,0.0026170811736082713,audited,0.9989010265676905,-1.502379065729442,0.6656109784877273
standardized_distribution,bandit,history_action_kernel,0.01187424526002173,audited,1.0144203274207058,-1.486860246280663,2.4146303877449844
standardized_distribution,bandit,history_action_kernel__available,0.0026170811736082713,audited,0.9989010265676905,-1.502379065729442,0.6656109784877273
standardized_distribution,bandit,history_outcome_1,0.001417698401063029,audited,0.9873806301569326,-1.5074604753444827,1.4164101191135525
standardized_distribution,bandit,history_outcome_1__available,0.0026170811736082713,audited,0.9989010265676905,-1.502379065729442,0.6656109784877273
standardized_distribution,bandit,history_outcome_kernel,0.010057776549224743,audited,0.9718761502761486,-2.5294142537763085,2.4058493476690472
standardized_distribution,bandit,history_outcome_kernel__available,0.0026170811736082713,audited,0.9989010265676905,-1.502379065729442,0.6656109784877273
standardized_distribution,bandit,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,bandit,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_continuation_cost,-0.00891422139876486,audited,0.9993137905031042,-1.202363088613675,1.2485871501339145
standardized_distribution,debugging,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_continuation_value,-0.04850124032047482,audited,0.9868139142422118,-1.2032652429293467,1.2555694009235867
standardized_distribution,debugging,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_controllability,-0.04611388279327577,audited,1.3221306178839247,-1.3018225558400363,1.3459521340041054
standardized_distribution,debugging,factor_controllability__available,0.8670783225972949,audited,0.0,0.8670783225972949,0.8670783225972949
standardized_distribution,debugging,factor_disengagement_value,-0.018669146443006206,audited,0.9885210312379678,-1.2164656292955953,1.2127365907998349
standardized_distribution,debugging,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_environmental_stability,-0.00976653540712562,audited,0.9999951434748919,-1.0043956255814757,0.9956236113842576
standardized_distribution,debugging,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_goal_continuity,0.012183189428585135,audited,0.9999712046339854,-0.9962788532431524,1.0037350454091807
standardized_distribution,debugging,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_prior_investment,0.010876156059335652,audited,0.9999003022901793,-1.0037350454091825,0.996278853243154
standardized_distribution,debugging,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_progress_evidence,0.009924496193261117,audited,1.201132025934275,-1.4508235630304167,1.4684287027914034
standardized_distribution,debugging,factor_progress_evidence__available,0.6333536826977112,audited,1.1102230246251565e-16,0.6333536826977111,0.6333536826977111
standardized_distribution,debugging,factor_success_evidence,-0.07859616963325064,audited,1.009242571720179,-1.2297671821723437,1.2094404518885034
standardized_distribution,debugging,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_uncertainty,-0.028864724563022373,audited,0.9999062587931619,-1.0112474592397696,0.9888776390614011
standardized_distribution,debugging,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,continuation_advantage,-0.012107383782022215,audited,1.045968173829518,-2.1584302368680044,2.1641178000745076
standardized_distribution,debugging,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,history_action_1,-0.029046152583083393,audited,1.0073218642743718,-1.5264847345749561,0.9679680121234131
standardized_distribution,debugging,history_action_1__available,-0.000950141947989605,audited,1.0003969940430437,-1.502379065729442,0.6656109784877273
standardized_distribution,debugging,history_action_kernel,-0.03152313599827402,audited,0.97120758935567,-1.486860246280663,2.4146303877449844
standardized_distribution,debugging,history_action_kernel__available,-0.000950141947989605,audited,1.0003969940430437,-1.502379065729442,0.6656109784877273
standardized_distribution,debugging,history_outcome_1,-0.041030373204691765,audited,1.0059479835082719,-1.5074604753444827,1.4164101191135525
standardized_distribution,debugging,history_outcome_1__available,-0.000950141947989605,audited,1.0003969940430437,-1.502379065729442,0.6656109784877273
standardized_distribution,debugging,history_outcome_kernel,-0.04748356569573435,audited,1.0255026252435444,-2.5294142537763085,2.4058493476690472
standardized_distribution,debugging,history_outcome_kernel__available,-0.000950141947989605,audited,1.0003969940430437,-1.502379065729442,0.6656109784877273
standardized_distribution,debugging,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,debugging,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_continuation_cost,-0.04664578372731153,audited,0.9837841247492602,-1.202363088613675,1.2485871501339145
standardized_distribution,effort,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_continuation_value,0.029934901526124515,audited,0.9999396041682008,-1.2032652429293467,1.2555694009235867
standardized_distribution,effort,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_controllability,-0.03089070471484828,audited,1.3228278110629283,-1.3018225558400363,1.3459521340041054
standardized_distribution,effort,factor_controllability__available,0.8670783225972949,audited,0.0,0.8670783225972949,0.8670783225972949
standardized_distribution,effort,factor_disengagement_value,-0.029893775633596756,audited,1.0236116603084806,-1.2164656292955953,1.2127365907998349
standardized_distribution,effort,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_environmental_stability,-0.0566942025269436,audited,0.9986406209188968,-1.0043956255814757,0.9956236113842576
standardized_distribution,effort,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_goal_continuity,0.006805040542479289,audited,1.0000022155542554,-0.9962788532431524,1.0037350454091807
standardized_distribution,effort,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_prior_investment,0.010118153984578883,audited,0.9999110860770049,-1.0037350454091825,0.996278853243154
standardized_distribution,effort,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_progress_evidence,-0.01477600611268292,audited,1.1848800672221569,-1.4508235630304167,1.4684287027914034
standardized_distribution,effort,factor_progress_evidence__available,0.6333536826977112,audited,1.1102230246251565e-16,0.6333536826977111,0.6333536826977111
standardized_distribution,effort,factor_success_evidence,0.04894051214493881,audited,0.9896246772501087,-1.2297671821723437,1.2094404518885034
standardized_distribution,effort,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_uncertainty,0.03035614964476319,audited,0.9991994008053385,-1.0112474592397696,0.9888776390614011
standardized_distribution,effort,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,continuation_advantage,0.06269444673014797,audited,0.9782580435164459,-2.1584302368680044,2.1641178000745076
standardized_distribution,effort,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,history_action_1,0.023913587988338026,audited,0.9924829251438095,-1.5264847345749561,0.9679680121234131
standardized_distribution,effort,history_action_1__available,-0.001462881271401695,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,effort,history_action_kernel,0.03455573606745032,audited,1.0122493718072227,-1.486860246280663,2.4146303877449844
standardized_distribution,effort,history_action_kernel__available,-0.001462881271401695,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,effort,history_outcome_1,0.018575061839961087,audited,0.998555375105984,-1.5074604753444827,1.4164101191135525
standardized_distribution,effort,history_outcome_1__available,-0.001462881271401695,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,effort,history_outcome_kernel,0.020765886082225037,audited,0.990082231754047,-2.5294142537763085,2.4058493476690472
standardized_distribution,effort,history_outcome_kernel__available,-0.001462881271401695,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,effort,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,effort,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_continuation_cost,0.01179995273513099,audited,0.993192863370215,-1.202363088613675,1.2485871501339145
standardized_distribution,foraging,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_continuation_value,-0.014513263189678506,audited,0.997372473561395,-1.2032652429293467,1.2555694009235867
standardized_distribution,foraging,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_controllability,-0.079772698988894,audited,1.3199647071297829,-1.3018225558400363,1.3459521340041054
standardized_distribution,foraging,factor_controllability__available,0.8670783225972949,audited,0.0,0.8670783225972949,0.8670783225972949
standardized_distribution,foraging,factor_disengagement_value,-0.007470370525023545,audited,1.0094701222096158,-1.2164656292955953,1.2127365907998349
standardized_distribution,foraging,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_environmental_stability,0.06638390436325536,audited,0.9975023091150859,-1.0043956255814757,0.9956236113842576
standardized_distribution,foraging,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_goal_continuity,0.01757434615060724,audited,0.9999110860770029,-0.9962788532431524,1.0037350454091807
standardized_distribution,foraging,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_prior_investment,-0.029882123988467846,audited,0.9996648766086315,-1.0037350454091825,0.996278853243154
standardized_distribution,foraging,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_progress_evidence,0.004311412548459754,audited,1.185797371014239,-1.4508235630304167,1.4684287027914034
standardized_distribution,foraging,factor_progress_evidence__available,0.6333536826977112,audited,1.1102230246251565e-16,0.6333536826977111,0.6333536826977111
standardized_distribution,foraging,factor_success_evidence,-0.007348894794926902,audited,0.9959898521727115,-1.2297671821723437,1.2094404518885034
standardized_distribution,foraging,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_uncertainty,0.033433265180611134,audited,0.9990667248233025,-1.0112474592397696,0.9888776390614011
standardized_distribution,foraging,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,continuation_advantage,-0.011010539027974334,audited,1.045622209564453,-2.1584302368680044,2.1641178000745076
standardized_distribution,foraging,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,history_action_1,-0.01254379830956122,audited,1.0028952734063064,-1.5264847345749561,0.9679680121234131
standardized_distribution,foraging,history_action_1__available,-0.0014628812714016935,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,foraging,history_action_kernel,-0.02236415860462763,audited,0.9982977924625719,-1.486860246280663,2.4146303877449844
standardized_distribution,foraging,history_action_kernel__available,-0.0014628812714016935,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,foraging,history_outcome_1,0.021948758679720355,audited,1.0089804229525943,-1.5074604753444827,1.4164101191135525
standardized_distribution,foraging,history_outcome_1__available,-0.0014628812714016935,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,foraging,history_outcome_kernel,0.02579392639129002,audited,1.0241500131044141,-2.5294142537763085,2.4058493476690472
standardized_distribution,foraging,history_outcome_kernel__available,-0.0014628812714016935,audited,1.0006107896386935,-1.502379065729442,0.6656109784877273
standardized_distribution,foraging,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,foraging,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_continuation_cost,-0.02203210257061087,audited,0.9968832562095146,-1.202363088613675,1.2485871501339145
standardized_distribution,information_sampling,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_continuation_value,-0.020080805710782433,audited,1.0087089361454717,-1.2032652429293467,1.2555694009235867
standardized_distribution,information_sampling,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_controllability,0.022064789082034516,audited,0.0,0.022064789082034516,0.022064789082034516
standardized_distribution,information_sampling,factor_controllability__available,-1.153298351415819,audited,2.220446049250313e-16,-1.1532983514158193,-1.1532983514158193
standardized_distribution,information_sampling,factor_disengagement_value,0.00838921230279117,audited,0.9907127567024769,-1.2164656292955953,1.2127365907998349
standardized_distribution,information_sampling,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_environmental_stability,-0.04045696033628726,audited,0.9993588561626768,-1.0043956255814757,0.9956236113842576
standardized_distribution,information_sampling,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_goal_continuity,-0.02313318037624587,audited,0.9996461226492129,-0.9962788532431524,1.0037350454091807
standardized_distribution,information_sampling,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_prior_investment,-0.06435783437677271,audited,0.9981672873497006,-1.0037350454091825,0.996278853243154
standardized_distribution,information_sampling,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_progress_evidence,-0.025923761754378678,audited,1.1566866922387962,-1.4508235630304167,1.4684287027914034
standardized_distribution,information_sampling,factor_progress_evidence__available,0.6333536826977112,audited,1.1102230246251565e-16,0.6333536826977111,0.6333536826977111
standardized_distribution,information_sampling,factor_success_evidence,-0.052283220680192685,audited,0.9905030966494236,-1.2297671821723437,1.2094404518885034
standardized_distribution,information_sampling,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_uncertainty,0.04637816833467911,audited,0.9984045243366714,-1.0112474592397696,0.9888776390614011
standardized_distribution,information_sampling,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,continuation_advantage,-0.00379098130840223,audited,1.0215458317654669,-2.1584302368680044,2.1641178000745076
standardized_distribution,information_sampling,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,history_action_1,0.0012000634797627553,audited,0.9996902849048758,-1.5264847345749561,0.9679680121234131
standardized_distribution,information_sampling,history_action_1__available,7.297565820489732e-05,audited,0.9999694650199443,-1.502379065729442,0.6656109784877273
standardized_distribution,information_sampling,history_action_kernel,-0.0009781976972173276,audited,1.0064847182856835,-1.486860246280663,2.4146303877449844
standardized_distribution,information_sampling,history_action_kernel__available,7.297565820489732e-05,audited,0.9999694650199443,-1.502379065729442,0.6656109784877273
standardized_distribution,information_sampling,history_outcome_1,-0.029817507999420356,audited,0.998513644457796,-1.5074604753444827,1.4164101191135525
standardized_distribution,information_sampling,history_outcome_1__available,7.297565820489732e-05,audited,0.9999694650199443,-1.502379065729442,0.6656109784877273
standardized_distribution,information_sampling,history_outcome_kernel,-0.04578755748838125,audited,1.0132082003152747,-2.5294142537763085,2.4058493476690472
standardized_distribution,information_sampling,history_outcome_kernel__available,7.297565820489732e-05,audited,0.9999694650199443,-1.502379065729442,0.6656109784877273
standardized_distribution,information_sampling,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,information_sampling,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_continuation_cost,-0.004120749670408913,audited,1.0110966087607327,-1.202363088613675,1.2485871501339145
standardized_distribution,solvability,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_continuation_value,-0.06711406266626715,audited,0.974239670470103,-1.2032652429293467,1.2555694009235867
standardized_distribution,solvability,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_controllability,0.0900344841853133,audited,1.3221413776871132,-1.3018225558400363,1.3459521340041054
standardized_distribution,solvability,factor_controllability__available,0.867078322597295,audited,1.1102230246251565e-16,0.8670783225972949,0.8670783225972949
standardized_distribution,solvability,factor_disengagement_value,0.04653337939003635,audited,0.9905359901387708,-1.2164656292955953,1.2127365907998349
standardized_distribution,solvability,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_environmental_stability,0.013238683495341876,audited,0.999854293054601,-1.0043956255814757,0.9956236113842576
standardized_distribution,solvability,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_goal_continuity,-0.039950368370312656,audited,0.9990525964350554,-0.9962788532431524,1.0037350454091807
standardized_distribution,solvability,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_prior_investment,-0.012157273433656272,audited,0.9999714234266003,-1.0037350454091825,0.996278853243154
standardized_distribution,solvability,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_progress_evidence,0.00880256988049333,audited,1.189036867030566,-1.4508235630304167,1.4684287027914034
standardized_distribution,solvability,factor_progress_evidence__available,0.6333536826977112,audited,1.1102230246251565e-16,0.6333536826977111,0.6333536826977111
standardized_distribution,solvability,factor_success_evidence,0.02441544039840599,audited,1.0060232300390886,-1.2297671821723437,1.2094404518885034
standardized_distribution,solvability,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_uncertainty,-0.051800477219437875,audited,0.9992374482175168,-1.0112474592397696,0.9888776390614011
standardized_distribution,solvability,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,continuation_advantage,-0.06450626443850904,audited,0.9209530242479507,-2.1584302368680044,2.1641178000745076
standardized_distribution,solvability,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,history_action_1,-0.006875590034570229,audited,1.002285925107426,-1.5264847345749561,0.9679680121234131
standardized_distribution,solvability,history_action_1__available,0.0010929572717367285,audited,0.9995420219672334,-1.502379065729442,0.6656109784877273
standardized_distribution,solvability,history_action_kernel,-0.011620895289372357,audited,0.9832484547644736,-1.486860246280663,2.4146303877449844
standardized_distribution,solvability,history_action_kernel__available,0.0010929572717367285,audited,0.9995420219672334,-1.502379065729442,0.6656109784877273
standardized_distribution,solvability,history_outcome_1,0.016088953185374767,audited,1.000070123023575,-1.5074604753444827,1.4164101191135525
standardized_distribution,solvability,history_outcome_1__available,0.0010929572717367285,audited,0.9995420219672334,-1.502379065729442,0.6656109784877273
standardized_distribution,solvability,history_outcome_kernel,0.009093333553028212,audited,0.9907232040323933,-2.5294142537763085,2.4058493476690472
standardized_distribution,solvability,history_outcome_kernel__available,0.0010929572717367285,audited,0.9995420219672334,-1.502379065729442,0.6656109784877273
standardized_distribution,solvability,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,solvability,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_continuation_cost,0.04474359464776166,audited,1.0108685562753903,-1.202363088613675,1.2485871501339145
standardized_distribution,waiting,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_continuation_value,0.08653788759519666,audited,1.025643427886534,-1.2032652429293467,1.2555694009235867
standardized_distribution,waiting,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_controllability,0.022064789082034516,audited,0.0,0.022064789082034516,0.022064789082034516
standardized_distribution,waiting,factor_controllability__available,-1.153298351415819,audited,2.220446049250313e-16,-1.1532983514158193,-1.1532983514158193
standardized_distribution,waiting,factor_disengagement_value,-0.01491472303964387,audited,0.9958094156762491,-1.2164656292955953,1.2127365907998349
standardized_distribution,waiting,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_environmental_stability,-0.01589801345105953,audited,0.9999433537795975,-1.0043956255814757,0.9956236113842576
standardized_distribution,waiting,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_goal_continuity,0.05054346362629596,audited,0.9989105165441067,-0.9962788532431524,1.0037350454091807
standardized_distribution,waiting,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_prior_investment,0.026203040543018415,audited,0.999558915602729,-1.0037350454091825,0.996278853243154
standardized_distribution,waiting,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_progress_evidence,0.008802569880493426,audited,0.0,0.008802569880493426,0.008802569880493426
standardized_distribution,waiting,factor_progress_evidence__available,-1.578896637563922,audited,4.440892098500626e-16,-1.5788966375639224,-1.5788966375639224
standardized_distribution,waiting,factor_success_evidence,0.009492567442606981,audited,0.9726020063608107,-1.2297671821723437,1.2094404518885034
standardized_distribution,waiting,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_uncertainty,-0.028837587472502303,audited,0.9999067382485065,-1.0112474592397696,0.9888776390614011
standardized_distribution,waiting,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
