Index,contrast_family,base_semantic_id,source_semantic_id,task_family,identifiability_score,delta_O,delta_O_star,delta_A,delta_H,delta_E,upstream_distance,predicted_E_delta,effect_bin,_14,cause_route,effect_match_group,route_effect_mismatch,contrast_id,pair_split,H_match_tolerance,E_match_tolerance,candidate_variables_frozen,semantic_contrast_id,pair_id,base_condition_id,source_condition_id,response_mapping,predicted_O_effect,predicted_O_star_effect,predicted_H_effect,predicted_E_effect,behavioral_base_logit,behavioral_source_logit,computational_targets_frozen_before_neural,artifact_id,layer,rank,primary,intervention_type,neural_counterfactual_effect,intervention_norm,original_predicted_effect,shuffled_target_contrast_id,magnitude_stratum,true_prediction
60,same_raw_different_context,abs-candidate-0034950,abs-candidate-0034782,debugging,3.0291654656582137,0.0,-4.161,-2.38,0.015572615728943529,0.015572615728943529,4.793570798475808,0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000030,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000030,abs-same_raw_different_context-000030:m0,abs-candidate-0034950-m0,abs-candidate-0034782-m0,continue_x,0.0,-0.863688283547236,0.015572615728943529,-0.01557261572894364,-0.9978225340298589,-0.9822499183009153,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.5,1.0333435535430908,0.015572615728943529,abs-same_raw_different_context-000025,1,0.015572615728943529
61,same_raw_different_context,abs-candidate-0034950,abs-candidate-0034782,debugging,3.0291654656582137,0.0,-4.161,-2.38,0.015572615728943529,0.015572615728943529,4.793570798475808,0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000030,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000030,abs-same_raw_different_context-000030:m1,abs-candidate-0034950-m1,abs-candidate-0034782-m1,continue_y,0.0,-0.8636882835472358,0.015572615728943973,-0.01557261572894364,-1.0578363864031455,-1.0422637706742015,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.4038582742214203,0.015572615728943973,abs-same_raw_different_context-000025,1,0.015572615728943973
70,same_raw_different_context,abs-candidate-0030498,abs-candidate-0030666,debugging,3.0291654656582137,0.0,4.161,2.38,-0.015572615728943529,-0.015572615728943529,4.793570798475808,-0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000035,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000035,abs-same_raw_different_context-000035:m0,abs-candidate-0030498-m0,abs-candidate-0030666-m0,continue_x,0.0,0.9143597120123879,-0.015572615728943529,0.01557261572894375,-2.841930223438684,-2.8575028391676276,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.25,0.6236609220504761,-0.015572615728943529,abs-same_raw_different_context-000030,1,-0.015572615728943529
71,same_raw_different_context,abs-candidate-0030498,abs-candidate-0030666,debugging,3.0291654656582137,0.0,4.161,2.38,-0.015572615728943529,-0.015572615728943529,4.793570798475808,-0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000035,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000035,abs-same_raw_different_context-000035:m1,abs-candidate-0030498-m1,abs-candidate-0030666-m1,continue_y,0.0,0.9143597120123881,-0.015572615728943973,0.01557261572894375,-2.9019440758119703,-2.9175166915409143,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.125,0.350741982460022,-0.015572615728943973,abs-same_raw_different_context-000030,1,-0.015572615728943973
80,same_raw_different_context,abs-candidate-0010333,abs-candidate-0010501,foraging,2.981326453621055,0.0,4.161,2.38,-0.06375043323672136,-0.06375043323672136,4.793570798475808,-0.06375043323672136,moderate_negative,,,,,abs-same_raw_different_context-000040,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000040,abs-same_raw_different_context-000040:m0,abs-candidate-0010333-m0,abs-candidate-0010501-m0,continue_x,0.0,0.907355057797161,-0.06375043323672136,-0.003989464432627043,-2.5603339780371037,-2.624084411273825,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.125,0.4775708317756653,-0.06375043323672136,abs-same_total_evidence-000870,0,-0.06375043323672136
81,same_raw_different_context,abs-candidate-0010333,abs-candidate-0010501,foraging,2.981326453621055,0.0,4.161,2.38,-0.06375043323672136,-0.06375043323672136,4.793570798475808,-0.06375043323672136,moderate_negative,,,,,abs-same_raw_different_context-000040,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000040,abs-same_raw_different_context-000040:m1,abs-candidate-0010333-m1,abs-candidate-0010501-m1,continue_y,0.0,0.907355057797161,-0.06375043323672225,-0.003989464432627043,-2.425546506165449,-2.489296939402171,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.25,0.4527336657047272,-0.06375043323672225,abs-same_total_evidence-000870,0,-0.06375043323672225
90,same_raw_different_context,abs-candidate-0007561,abs-candidate-0007729,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000045,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000045,abs-same_raw_different_context-000045:m0,abs-candidate-0007561-m0,abs-candidate-0007729-m0,continue_x,0.0,0.7210836440430128,-0.0637504332367218,0.0637504332367218,-0.5966320276279291,-0.6603824608646509,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.375,1.0400464534759521,-0.0637504332367218,abs-same_raw_different_context-000055,1,-0.0637504332367218
91,same_raw_different_context,abs-candidate-0007561,abs-candidate-0007729,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000045,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000045,abs-same_raw_different_context-000045:m1,abs-candidate-0007561-m1,abs-candidate-0007729-m1,continue_y,0.0,0.7210836440430128,-0.06375043323672203,0.0637504332367218,-0.4618445557562752,-0.5255949889929973,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.25,0.6796143651008606,-0.06375043323672208,abs-same_raw_different_context-000055,1,-0.06375043323672208
100,same_raw_different_context,abs-candidate-0015037,abs-candidate-0014869,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000050,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000050,abs-same_raw_different_context-000050:m0,abs-candidate-0015037-m0,abs-candidate-0014869-m0,continue_x,0.0,-0.7382916998547921,0.0637504332367218,0.05579852952067654,-2.2994249790057117,-2.23567454576899,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.125,0.3914550840854645,0.0637504332367218,abs-same_total_evidence-000880,0,0.0637504332367218
101,same_raw_different_context,abs-candidate-0015037,abs-candidate-0014869,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000050,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000050,abs-same_raw_different_context-000050:m1,abs-candidate-0015037-m1,abs-candidate-0014869-m1,continue_y,0.0,-0.7382916998547924,0.0637504332367218,0.05579852952067654,-2.1646375071340582,-2.1008870738973364,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.125,0.17162194848060608,0.0637504332367218,abs-same_total_evidence-000880,0,0.0637504332367218
110,same_raw_different_context,abs-candidate-0038221,abs-candidate-0038053,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000055,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000055,abs-same_raw_different_context-000055:m0,abs-candidate-0038221-m0,abs-candidate-0038053-m0,continue_x,0.0,-0.7210836440430136,0.0637504332367218,0.06375043323672194,-1.489474945847209,-1.4257245126104872,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.25,0.6271916031837463,0.0637504332367218,abs-same_raw_different_context-000060,1,0.0637504332367218
111,same_raw_different_context,abs-candidate-0038221,abs-candidate-0038053,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000055,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000055,abs-same_raw_different_context-000055:m1,abs-candidate-0038221-m1,abs-candidate-0038053-m1,continue_y,0.0,-0.7210836440430131,0.0637504332367218,0.06375043323672194,-1.3546874739755548,-1.290937040738833,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.125,0.4187464714050293,0.0637504332367218,abs-same_raw_different_context-000060,1,0.0637504332367218
120,same_raw_different_context,abs-candidate-0007729,abs-candidate-0007561,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000060,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000060,abs-same_raw_different_context-000060:m0,abs-candidate-0007729-m0,abs-candidate-0007561-m0,continue_x,0.0,-0.7210836440430128,0.0637504332367218,0.06375043323672203,-0.6603824608646509,-0.5966320276279291,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.5,1.0410549640655518,0.0637504332367218,abs-same_raw_different_context-000065,1,0.0637504332367218
121,same_raw_different_context,abs-candidate-0007729,abs-candidate-0007561,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000060,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000060,abs-same_raw_different_context-000060:m1,abs-candidate-0007729-m1,abs-candidate-0007561-m1,continue_y,0.0,-0.7210836440430128,0.06375043323672203,0.06375043323672203,-0.5255949889929973,-0.4618445557562752,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.25,0.6779780387878418,0.06375043323672208,abs-same_raw_different_context-000065,1,0.06375043323672208
130,same_raw_different_context,abs-candidate-0014533,abs-candidate-0014365,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000065,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000065,abs-same_raw_different_context-000065:m0,abs-candidate-0014533-m0,abs-candidate-0014365-m0,continue_x,0.0,-0.7382916998547926,0.0637504332367218,-0.06375043323672203,-2.07976837715742,-2.016017943920698,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.125,0.5344870090484619,0.0637504332367218,abs-same_raw_different_context-000070,1,0.0637504332367218
131,same_raw_different_context,abs-candidate-0014533,abs-candidate-0014365,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000065,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000065,abs-same_raw_different_context-000065:m1,abs-candidate-0014533-m1,abs-candidate-0014365-m1,continue_y,0.0,-0.7382916998547919,0.06375043323672225,-0.06375043323672203,-1.944980905285766,-1.8812304720490438,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.125,0.22992762923240662,0.06375043323672225,abs-same_raw_different_context-000070,1,0.06375043323672225
140,same_raw_different_context,abs-candidate-0049393,abs-candidate-0049561,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000070,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000070,abs-same_raw_different_context-000070:m0,abs-candidate-0049393-m0,abs-candidate-0049561-m0,continue_x,0.0,0.9245631136089401,-0.0637504332367218,-0.06375043323672208,-3.368048715872903,-3.431799149109625,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.25,0.2906445562839508,-0.0637504332367218,abs-same_raw_different_context-000115,1,-0.0637504332367218
141,same_raw_different_context,abs-candidate-0049393,abs-candidate-0049561,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000070,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000070,abs-same_raw_different_context-000070:m1,abs-candidate-0049393-m1,abs-candidate-0049561-m1,continue_y,0.0,0.9245631136089396,-0.06375043323672225,-0.06375043323672208,-3.233261244001249,-3.2970116772379714,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.12235182523727417,-0.06375043323672225,abs-same_raw_different_context-000115,1,-0.06375043323672225
150,same_raw_different_context,abs-candidate-0048805,abs-candidate-0048637,foraging,2.981326453621054,0.0,-4.161,-2.38,0.06375043323672214,0.06375043323672214,4.793570798475808,0.06375043323672214,moderate_positive,,,,,abs-same_raw_different_context-000075,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000075,abs-same_raw_different_context-000075:m0,abs-candidate-0048805-m0,abs-candidate-0048637-m0,continue_x,0.0,-0.7210836440430135,0.06375043323672214,0.06375043323672222,0.06925521140587043,0.13300564464259257,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.625,1.4800586700439453,0.06375043323672214,abs-same_raw_different_context-000090,2,0.06375043323672214
151,same_raw_different_context,abs-candidate-0048805,abs-candidate-0048637,foraging,2.981326453621054,0.0,-4.161,-2.38,0.06375043323672214,0.06375043323672214,4.793570798475808,0.06375043323672214,moderate_positive,,,,,abs-same_raw_different_context-000075,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000075,abs-same_raw_different_context-000075:m1,abs-candidate-0048805-m1,abs-candidate-0048637-m1,continue_y,0.0,-0.7210836440430131,0.06375043323672214,0.06375043323672222,0.20404268327752428,0.2677931165142464,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.25,0.6441596150398254,0.06375043323672214,abs-same_raw_different_context-000090,2,0.06375043323672214
160,same_raw_different_context,abs-candidate-0018901,abs-candidate-0019069,foraging,2.981326453621054,0.0,4.161,2.38,-0.06375043323672225,-0.06375043323672225,4.793570798475808,-0.06375043323672225,moderate_negative,,,,,abs-same_raw_different_context-000080,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000080,abs-same_raw_different_context-000080:m0,abs-candidate-0018901-m0,abs-candidate-0019069-m0,continue_x,0.0,0.9073550577971613,-0.06375043323672225,-0.06375043323672214,-1.403211398705289,-1.4669618319420112,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.375,1.0346940755844116,-0.06375043323672225,abs-same_raw_different_context-000100,2,-0.06375043323672225
161,same_raw_different_context,abs-candidate-0018901,abs-candidate-0019069,foraging,2.981326453621054,0.0,4.161,2.38,-0.06375043323672225,-0.06375043323672225,4.793570798475808,-0.06375043323672225,moderate_negative,,,,,abs-same_raw_different_context-000080,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000080,abs-same_raw_different_context-000080:m1,abs-candidate-0018901-m1,abs-candidate-0019069-m1,continue_y,0.0,0.9073550577971611,-0.06375043323672247,-0.06375043323672214,-1.268423926833635,-1.3321743600703575,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,-0.25,0.5961517095565796,-0.06375043323672247,abs-same_raw_different_context-000100,2,-0.06375043323672247
170,same_raw_different_context,abs-candidate-0029401,abs-candidate-0029233,foraging,2.981326453621054,0.0,-4.161,-2.38,0.06375043323672236,0.06375043323672236,4.793570798475808,0.06375043323672236,moderate_positive,,,,,abs-same_raw_different_context-000085,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000085,abs-same_raw_different_context-000085:m0,abs-candidate-0029401-m0,abs-candidate-0029233-m0,continue_x,0.0,-0.7210836440430133,0.06375043323672236,-0.06375043323672218,0.23077101102508812,0.2945214442618105,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.625,1.605570912361145,0.06375043323672236,abs-same_raw_different_context-000105,2,0.06375043323672236
171,same_raw_different_context,abs-candidate-0029401,abs-candidate-0029233,foraging,2.981326453621054,0.0,-4.161,-2.38,0.06375043323672236,0.06375043323672236,4.793570798475808,0.06375043323672236,moderate_positive,,,,,abs-same_raw_different_context-000085,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000085,abs-same_raw_different_context-000085:m1,abs-candidate-0029401-m1,abs-candidate-0029233-m1,continue_y,0.0,-0.7210836440430131,0.0637504332367223,-0.06375043323672218,0.36555848289674175,0.42930891613346406,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.375,0.7658967971801758,0.0637504332367223,abs-same_raw_different_context-000105,2,0.0637504332367223
180,same_raw_different_context,abs-candidate-0052333,abs-candidate-0052165,foraging,2.981326453621054,0.0,-4.161,-2.38,0.06375043323672236,0.06375043323672236,4.793570798475808,0.06375043323672236,moderate_positive,,,,,abs-same_raw_different_context-000090,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000090,abs-same_raw_different_context-000090:m0,abs-candidate-0052333-m0,abs-candidate-0052165-m0,continue_x,0.0,-0.9073550577971595,0.06375043323672236,0.06375043323672214,-0.31266259658074,-0.24891216334401767,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.5,1.3649348020553589,0.06375043323672236,abs-same_raw_different_context-000075,2,0.06375043323672236
181,same_raw_different_context,abs-candidate-0052333,abs-candidate-0052165,foraging,2.981326453621054,0.0,-4.161,-2.38,0.06375043323672236,0.06375043323672236,4.793570798475808,0.06375043323672236,moderate_positive,,,,,abs-same_raw_different_context-000090,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000090,abs-same_raw_different_context-000090:m1,abs-candidate-0052333-m1,abs-candidate-0052165-m1,continue_y,0.0,-0.9073550577971599,0.06375043323672208,0.06375043323672214,-0.17787512470908617,-0.11412469147236409,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.375,0.9135264754295349,0.06375043323672208,abs-same_raw_different_context-000075,2,0.06375043323672208
