section,task_family,item,value,status,sd,minimum,maximum
standardized_distribution,bandit,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_controllability,-0.03841627957431728,audited,0.0,-0.03841627957431728,-0.03841627957431728
standardized_distribution,bandit,factor_controllability__available,-1.1526559143081414,audited,0.0,-1.1526559143081414,-1.1526559143081414
standardized_distribution,bandit,factor_disengagement_value,-0.015416898100049656,audited,0.9718698155520074,-1.2480148913427573,1.253082007567203
standardized_distribution,bandit,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_environmental_stability,-0.031145069414987403,audited,0.999007672327229,-0.9838592724719978,1.0164055246312595
standardized_distribution,bandit,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_goal_continuity,0.0002192867880142074,audited,0.9999966852377172,-1.0151190279748483,0.9851061525219992
standardized_distribution,bandit,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_prior_investment,-0.0646649755409176,audited,0.9971641339287388,-0.9886055894629077,1.0115257395452422
standardized_distribution,bandit,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_progress_evidence,0.002680903486746073,audited,0.0,0.002680903486746073,0.002680903486746073
standardized_distribution,bandit,factor_progress_evidence__available,-1.5786548790223602,audited,0.0,-1.5786548790223602,-1.5786548790223602
standardized_distribution,bandit,factor_success_evidence,0.021705980453055745,audited,0.9751419875560708,-1.229278946086044,1.2173517184085458
standardized_distribution,bandit,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,factor_uncertainty,-0.08251476150785655,audited,0.9948108131170152,-0.9787629657384606,1.0216978318597516
standardized_distribution,bandit,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,continuation_advantage,0.013082840645041545,audited,1.0275242214805838,-2.235475769905826,2.196102666147705
standardized_distribution,bandit,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,bandit,history_action_1,-0.06902148721556887,audited,1.0232205130446221,-1.547123918126103,0.9046491617175607
standardized_distribution,bandit,history_action_1__available,0.01114470357059096,audited,0.9940150316419417,-1.6615397334139086,0.6018513911460469
standardized_distribution,bandit,history_action_kernel,-0.09505624750250932,audited,0.9358848530407218,-1.50011126885501,2.175711723824803
standardized_distribution,bandit,history_action_kernel__available,0.01114470357059096,audited,0.9940150316419417,-1.6615397334139086,0.6018513911460469
standardized_distribution,bandit,history_outcome_1,0.1480125370084223,audited,0.9893571419799126,-1.3742604603708957,1.2931980922015525
standardized_distribution,bandit,history_outcome_1__available,0.01114470357059096,audited,0.9940150316419417,-1.6615397334139086,0.6018513911460469
standardized_distribution,bandit,history_outcome_kernel,0.1728169660699753,audited,0.9802748381776447,-2.130429843609494,2.0173439802972144
standardized_distribution,bandit,history_outcome_kernel__available,0.01114470357059096,audited,0.9940150316419417,-1.6615397334139086,0.6018513911460469
standardized_distribution,bandit,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,bandit,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_continuation_cost,0.042195537619396054,audited,0.9790055442077449,-1.2479163395095352,1.161132619492311
standardized_distribution,debugging,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_continuation_value,0.12548295069957582,audited,1.001943044886363,-1.2782042718868738,1.1320191477338712
standardized_distribution,debugging,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_controllability,0.1105869727452862,audited,1.3164527129132886,-1.363274654850172,1.2864420957015372
standardized_distribution,debugging,factor_controllability__available,0.8675615919609548,audited,1.1102230246251565e-16,0.8675615919609547,0.8675615919609547
standardized_distribution,debugging,factor_disengagement_value,-0.02417824399034654,audited,1.0192709641700362,-1.2480148913427573,1.253082007567203
standardized_distribution,debugging,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_environmental_stability,-0.00814161425118478,audited,0.9998343538242785,-0.9838592724719978,1.0164055246312595
standardized_distribution,debugging,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_goal_continuity,-0.13533384614341018,audited,0.9928476761100182,-1.0151190279748483,0.9851061525219992
standardized_distribution,debugging,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_prior_investment,0.028898011649782365,audited,0.9999136221128357,-0.9886055894629077,1.0115257395452422
standardized_distribution,debugging,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_progress_evidence,-0.16098860497676767,audited,1.1762835081254277,-1.408814782285061,1.4141765892585534
standardized_distribution,debugging,factor_progress_evidence__available,0.6334506758177908,audited,1.1102230246251565e-16,0.6334506758177907,0.6334506758177907
standardized_distribution,debugging,factor_success_evidence,-0.017162228475712134,audited,0.9741919050529247,-1.229278946086044,1.2173517184085458
standardized_distribution,debugging,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,factor_uncertainty,0.03542008029759904,audited,1.0001330783035327,-0.9787629657384606,1.0216978318597516
standardized_distribution,debugging,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,continuation_advantage,0.06531320888221064,audited,1.0175028866305365,-2.235475769905826,2.196102666147705
standardized_distribution,debugging,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,debugging,history_action_1,0.06352212865872754,audited,0.9806621981250577,-1.547123918126103,0.9046491617175607
standardized_distribution,debugging,history_action_1__available,0.009857199892353261,audited,0.9947146705445459,-1.6615397334139086,0.6018513911460469
standardized_distribution,debugging,history_action_kernel,0.1064881498158695,audited,1.0275668802546287,-1.50011126885501,2.175711723824803
standardized_distribution,debugging,history_action_kernel__available,0.009857199892353261,audited,0.9947146705445459,-1.6615397334139086,0.6018513911460469
standardized_distribution,debugging,history_outcome_1,0.02109710854232916,audited,0.9849571510650692,-1.3742604603708957,1.2931980922015525
standardized_distribution,debugging,history_outcome_1__available,0.009857199892353261,audited,0.9947146705445459,-1.6615397334139086,0.6018513911460469
standardized_distribution,debugging,history_outcome_kernel,0.023560166166713636,audited,0.9807716481775127,-2.130429843609494,2.0173439802972144
standardized_distribution,debugging,history_outcome_kernel__available,0.009857199892353261,audited,0.9947146705445459,-1.6615397334139086,0.6018513911460469
standardized_distribution,debugging,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,debugging,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_continuation_cost,0.09513915250947817,audited,1.0041951487957532,-1.2479163395095352,1.161132619492311
standardized_distribution,effort,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_continuation_value,-0.02064986777747083,audited,0.9873724315658202,-1.2782042718868738,1.1320191477338712
standardized_distribution,effort,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_controllability,-0.027826825420247454,audited,1.32481605440125,-1.363274654850172,1.2864420957015372
standardized_distribution,effort,factor_controllability__available,0.867561591960955,audited,2.220446049250313e-16,0.8675615919609547,0.8675615919609547
standardized_distribution,effort,factor_disengagement_value,-0.05910537523125094,audited,1.0005251278190517,-1.2480148913427573,1.253082007567203
standardized_distribution,effort,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_environmental_stability,0.11486521865443626,audited,0.9952609777914307,-0.9838592724719978,1.0164055246312595
standardized_distribution,effort,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_goal_continuity,-0.008789041517064956,audited,1.0000932642297855,-1.0151190279748483,0.9851061525219992
standardized_distribution,effort,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_prior_investment,-0.01518465847137468,audited,0.9997106538874249,-0.9886055894629077,1.0115257395452422
standardized_distribution,effort,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_progress_evidence,-0.0017065164956706657,audited,1.1766560004395064,-1.408814782285061,1.4141765892585534
standardized_distribution,effort,factor_progress_evidence__available,0.6334506758177908,audited,1.1102230246251565e-16,0.6334506758177907,0.6334506758177907
standardized_distribution,effort,factor_success_evidence,-0.011938955159672842,audited,1.016510617667287,-1.229278946086044,1.2173517184085458
standardized_distribution,effort,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,factor_uncertainty,0.05611129234409592,audited,0.9996302584934929,-0.9787629657384606,1.0216978318597516
standardized_distribution,effort,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,continuation_advantage,-0.036085228744267214,audited,1.015713447194364,-2.235475769905826,2.196102666147705
standardized_distribution,effort,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,effort,history_action_1,-0.050148791667382904,audited,1.014356252534941,-1.547123918126103,0.9046491617175607
standardized_distribution,effort,history_action_1__available,-0.001183544349500703,audited,1.0006261976243118,-1.6615397334139086,0.6018513911460469
standardized_distribution,effort,history_action_kernel,-0.07386379642079886,audited,0.926054539878344,-1.50011126885501,2.175711723824803
standardized_distribution,effort,history_action_kernel__available,-0.001183544349500703,audited,1.0006261976243118,-1.6615397334139086,0.6018513911460469
standardized_distribution,effort,history_outcome_1,-0.09501746002531664,audited,1.0063948746340527,-1.3742604603708957,1.2931980922015525
standardized_distribution,effort,history_outcome_1__available,-0.001183544349500703,audited,1.0006261976243118,-1.6615397334139086,0.6018513911460469
standardized_distribution,effort,history_outcome_kernel,-0.11584327670230213,audited,1.0433633679692518,-2.130429843609494,2.0173439802972144
standardized_distribution,effort,history_outcome_kernel__available,-0.001183544349500703,audited,1.0006261976243118,-1.6615397334139086,0.6018513911460469
standardized_distribution,effort,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,effort,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_continuation_cost,-0.06009143910723841,audited,1.013354090257337,-1.2479163395095352,1.161132619492311
standardized_distribution,foraging,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_continuation_value,0.01853042122750739,audited,1.013369108311622,-1.2782042718868738,1.1320191477338712
standardized_distribution,foraging,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_controllability,0.045720522433362186,audited,1.3221840692908449,-1.363274654850172,1.2864420957015372
standardized_distribution,foraging,factor_controllability__available,0.867561591960955,audited,2.220446049250313e-16,0.8675615919609547,0.8675615919609547
standardized_distribution,foraging,factor_disengagement_value,0.0696470706053344,audited,1.006196723219685,-1.2480148913427573,1.253082007567203
standardized_distribution,foraging,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_environmental_stability,-0.13848796958175708,audited,0.9880859364965785,-0.9838592724719978,1.0164055246312595
standardized_distribution,foraging,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_goal_continuity,-0.01232277245742166,audited,1.0001089896176993,-1.0151190279748483,0.9851061525219992
standardized_distribution,foraging,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_prior_investment,-0.001957621709781861,audited,0.9999756490704544,-0.9886055894629077,1.0115257395452422
standardized_distribution,foraging,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_progress_evidence,0.10052608742888838,audited,1.1881088994683644,-1.408814782285061,1.4141765892585534
standardized_distribution,foraging,factor_progress_evidence__available,0.6334506758177909,audited,2.220446049250313e-16,0.6334506758177907,0.6334506758177907
standardized_distribution,foraging,factor_success_evidence,0.08594916604387413,audited,1.0189696715634,-1.229278946086044,1.2173517184085458
standardized_distribution,foraging,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,factor_uncertainty,-0.030422873853798257,audited,0.9988835000790349,-0.9787629657384606,1.0216978318597516
standardized_distribution,foraging,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,continuation_advantage,0.007069400216969575,audited,1.0259227724607618,-2.235475769905826,2.196102666147705
standardized_distribution,foraging,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,foraging,history_action_1,0.03293198887511321,audited,0.9869684099399937,-1.547123918126103,0.9046491617175607
standardized_distribution,foraging,history_action_1__available,-0.005498642277912487,audited,1.0028941180667565,-1.6615397334139086,0.6018513911460469
standardized_distribution,foraging,history_action_kernel,0.039783239315195784,audited,1.0257663428816763,-1.50011126885501,2.175711723824803
standardized_distribution,foraging,history_action_kernel__available,-0.005498642277912487,audited,1.0028941180667565,-1.6615397334139086,0.6018513911460469
standardized_distribution,foraging,history_outcome_1,-0.09063550394515586,audited,0.9887357238940361,-1.3742604603708957,1.2931980922015525
standardized_distribution,foraging,history_outcome_1__available,-0.005498642277912487,audited,1.0028941180667565,-1.6615397334139086,0.6018513911460469
standardized_distribution,foraging,history_outcome_kernel,-0.10519598865103377,audited,0.9984107775153703,-2.130429843609494,2.0173439802972144
standardized_distribution,foraging,history_outcome_kernel__available,-0.005498642277912487,audited,1.0028941180667565,-1.6615397334139086,0.6018513911460469
standardized_distribution,foraging,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,foraging,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_continuation_cost,0.03442255326888126,audited,1.018728412470509,-1.2479163395095352,1.161132619492311
standardized_distribution,information_sampling,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_continuation_value,0.009558904746776484,audited,1.0096602494075486,-1.2782042718868738,1.1320191477338712
standardized_distribution,information_sampling,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_controllability,-0.03841627957431728,audited,0.0,-0.03841627957431728,-0.03841627957431728
standardized_distribution,information_sampling,factor_controllability__available,-1.1526559143081414,audited,0.0,-1.1526559143081414,-1.1526559143081414
standardized_distribution,information_sampling,factor_disengagement_value,-0.004659862172252775,audited,0.998543580625325,-1.2480148913427573,1.253082007567203
standardized_distribution,information_sampling,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_environmental_stability,0.11894158469201051,audited,0.994848733345322,-0.9838592724719978,1.0164055246312595
standardized_distribution,information_sampling,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_goal_continuity,-0.0185466592848261,audited,1.0001063243499309,-1.0151190279748483,0.9851061525219992
standardized_distribution,information_sampling,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_prior_investment,-0.0009301190323345435,audited,0.9999889081438842,-0.9886055894629077,1.0115257395452422
standardized_distribution,information_sampling,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_progress_evidence,0.07013290970946968,audited,1.1684993217904327,-1.408814782285061,1.4141765892585534
standardized_distribution,information_sampling,factor_progress_evidence__available,0.6334506758177909,audited,2.220446049250313e-16,0.6334506758177907,0.6334506758177907
standardized_distribution,information_sampling,factor_success_evidence,0.12611113884635705,audited,0.9763682789383136,-1.229278946086044,1.2173517184085458
standardized_distribution,information_sampling,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,factor_uncertainty,-0.003317036998093387,audited,0.9999232874204532,-0.9787629657384606,1.0216978318597516
standardized_distribution,information_sampling,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,continuation_advantage,-0.012496675360389313,audited,1.0187705522102883,-2.235475769905826,2.196102666147705
standardized_distribution,information_sampling,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,information_sampling,history_action_1,-0.00988389417102709,audited,1.0034360702900693,-1.547123918126103,0.9046491617175607
standardized_distribution,information_sampling,history_action_1__available,0.0009510925903065456,audited,0.9994954895806745,-1.6615397334139086,0.6018513911460469
standardized_distribution,information_sampling,history_action_kernel,-0.018226204914855604,audited,1.0008198111172726,-1.50011126885501,2.175711723824803
standardized_distribution,information_sampling,history_action_kernel__available,0.0009510925903065456,audited,0.9994954895806745,-1.6615397334139086,0.6018513911460469
standardized_distribution,information_sampling,history_outcome_1,0.046810379141151916,audited,1.0085477741344042,-1.3742604603708957,1.2931980922015525
standardized_distribution,information_sampling,history_outcome_1__available,0.0009510925903065456,audited,0.9994954895806745,-1.6615397334139086,0.6018513911460469
standardized_distribution,information_sampling,history_outcome_kernel,0.04962599890271765,audited,1.0198546266020214,-2.130429843609494,2.0173439802972144
standardized_distribution,information_sampling,history_outcome_kernel__available,0.0009510925903065456,audited,0.9994954895806745,-1.6615397334139086,0.6018513911460469
standardized_distribution,information_sampling,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,information_sampling,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_continuation_cost,0.03168836539525719,audited,1.003032753226301,-1.2479163395095352,1.161132619492311
standardized_distribution,solvability,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_continuation_value,0.046878200066056,audited,0.987679910509251,-1.2782042718868738,1.1320191477338712
standardized_distribution,solvability,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_controllability,-0.01465200378461591,audited,1.3246452256112835,-1.363274654850172,1.2864420957015372
standardized_distribution,solvability,factor_controllability__available,0.8675615919609551,audited,3.3306690738754696e-16,0.8675615919609547,0.8675615919609547
standardized_distribution,solvability,factor_disengagement_value,0.056368827685172596,audited,1.0166636057266552,-1.2480148913427573,1.253082007567203
standardized_distribution,solvability,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_environmental_stability,-0.07252786715499801,audited,0.9961823117447817,-0.9838592724719978,1.0164055246312595
standardized_distribution,solvability,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_goal_continuity,0.13030140049801006,audited,0.9895002907144359,-1.0151190279748483,0.9851061525219992
standardized_distribution,solvability,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_prior_investment,0.032089232246184055,audited,0.9998528747735776,-0.9886055894629077,1.0115257395452422
standardized_distribution,solvability,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_progress_evidence,-0.009978250645736427,audited,1.1917939799212154,-1.408814782285061,1.4141765892585534
standardized_distribution,solvability,factor_progress_evidence__available,0.6334506758177908,audited,1.1102230246251565e-16,0.6334506758177907,0.6334506758177907
standardized_distribution,solvability,factor_success_evidence,-0.099769408374304,audited,0.9978987242828246,-1.229278946086044,1.2173517184085458
standardized_distribution,solvability,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,factor_uncertainty,0.03223224452754173,audited,1.0001724698850198,-0.9787629657384606,1.0216978318597516
standardized_distribution,solvability,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,continuation_advantage,-0.023992270837856662,audited,0.9517593904234788,-2.235475769905826,2.196102666147705
standardized_distribution,solvability,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,solvability,history_action_1,0.0371832603737712,audited,0.9848818391049927,-1.547123918126103,0.9046491617175607
standardized_distribution,solvability,history_action_1__available,-0.007132767928380551,audited,1.0037467980736376,-1.6615397334139086,0.6018513911460469
standardized_distribution,solvability,history_action_kernel,0.0583242198717403,audited,1.0367432841813622,-1.50011126885501,2.175711723824803
standardized_distribution,solvability,history_action_kernel__available,-0.007132767928380551,audited,1.0037467980736376,-1.6615397334139086,0.6018513911460469
standardized_distribution,solvability,history_outcome_1,-0.020794383135144524,audited,0.9939517495342567,-1.3742604603708957,1.2931980922015525
standardized_distribution,solvability,history_outcome_1__available,-0.007132767928380551,audited,1.0037467980736376,-1.6615397334139086,0.6018513911460469
standardized_distribution,solvability,history_outcome_kernel,-0.022467740115817324,audited,0.941387294322898,-2.130429843609494,2.0173439802972144
standardized_distribution,solvability,history_outcome_kernel__available,-0.007132767928380551,audited,1.0037467980736376,-1.6615397334139086,0.6018513911460469
standardized_distribution,solvability,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,solvability,response_mapping__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_continuation_cost,-0.04718307914373182,audited,0.964167112853159,-1.2479163395095352,1.161132619492311
standardized_distribution,waiting,factor_continuation_cost__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_continuation_value,-0.09151603246029293,audited,0.9749067295060622,-1.2782042718868738,1.1320191477338712
standardized_distribution,waiting,factor_continuation_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_controllability,-0.03841627957431728,audited,0.0,-0.03841627957431728,-0.03841627957431728
standardized_distribution,waiting,factor_controllability__available,-1.1526559143081414,audited,0.0,-1.1526559143081414,-1.1526559143081414
standardized_distribution,waiting,factor_disengagement_value,-0.021082914404463,audited,0.979788544616468,-1.2480148913427573,1.253082007567203
standardized_distribution,waiting,factor_disengagement_value__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_environmental_stability,0.015373726440645628,audited,1.0001319941452342,-0.9838592724719978,1.0164055246312595
standardized_distribution,waiting,factor_environmental_stability__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_goal_continuity,0.04884967190274636,audited,0.9980719365037968,-1.0151190279748483,0.9851061525219992
standardized_distribution,waiting,factor_goal_continuity__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_prior_investment,0.023151490183750883,audited,0.9999973220623848,-0.9886055894629077,1.0115257395452422
standardized_distribution,waiting,factor_prior_investment__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_progress_evidence,0.002680903486746073,audited,0.0,0.002680903486746073,0.002680903486746073
standardized_distribution,waiting,factor_progress_evidence__available,-1.5786548790223605,audited,2.220446049250313e-16,-1.5786548790223602,-1.5786548790223602
standardized_distribution,waiting,factor_success_evidence,-0.10717315571532386,audited,1.0182183462371361,-1.229278946086044,1.2173517184085458
standardized_distribution,waiting,factor_success_evidence__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,factor_uncertainty,-0.006416687769185666,audited,0.9998416507064336,-0.9787629657384606,1.0216978318597516
standardized_distribution,waiting,factor_uncertainty__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,continuation_advantage,-0.014705011370906552,audited,0.9327477265526299,-2.235475769905826,2.196102666147705
